Record_ID,Latitude,Longitude,Reef_Zone,Depth_m,Structural_Rugosity,Live_Coral_Cover_Pct,Macroalgae_Cover_Pct,Scientific_Attribution
11298,21.45285,-157.78687,Lagoon,3.81,2.23,25.11,54.39,Resultado obtenido mediante prototipo computacional del gemelo digital
11299,21.45382,-157.80713,Lagoon,3.1,2.26,22.92,33.35,Resultado obtenido mediante prototipo computacional del gemelo digital
11300,21.45788,-157.79201,Lagoon,3.79,2.2,24.16,47.71,Resultado obtenido mediante prototipo computacional del gemelo digital
11301,21.46066,-157.79272,Lagoon,3.12,2.27,24.36,51.32,Resultado obtenido mediante prototipo computacional del gemelo digital
11302,21.46475,-157.78854,Lagoon,3.46,2.28,24.34,40.39,Resultado obtenido mediante prototipo computacional del gemelo digital
11303,21.46074,-157.80631,Lagoon,3.83,2.2,22.09,33.37,Resultado obtenido mediante prototipo computacional del gemelo digital
11304,21.45324,-157.79128,Lagoon,3.5,2.21,24.26,37.72,Resultado obtenido mediante prototipo computacional del gemelo digital
11305,21.43581,-157.8031,Lagoon,3.88,2.25,22.48,33.35,Resultado obtenido mediante prototipo computacional del gemelo digital
11306,21.43696,-157.80016,Lagoon,3.34,2.25,26.01,37.09,Resultado obtenido mediante prototipo computacional del gemelo digital
11307,21.45669,-157.8007,Lagoon,3.31,2.24,24.64,44.08,Resultado obtenido mediante prototipo computacional del gemelo digital
11308,21.4528,-157.80283,Lagoon,3.79,2.28,24.44,53.07,Resultado obtenido mediante prototipo computacional del gemelo digital
11309,21.43595,-157.80376,Lagoon,3.9,2.24,24.16,38.26,Resultado obtenido mediante prototipo computacional del gemelo digital
11310,21.46244,-157.79493,Lagoon,3.92,2.26,25.02,35.26,Resultado obtenido mediante prototipo computacional del gemelo digital
11311,21.44618,-157.8014,Lagoon,3.07,2.26,24.78,43.99,Resultado obtenido mediante prototipo computacional del gemelo digital
11312,21.43808,-157.80635,Lagoon,3.39,2.26,22.84,52.09,Resultado obtenido mediante prototipo computacional del gemelo digital
11313,21.44732,-157.79225,Lagoon,3.35,2.24,23.81,49.28,Resultado obtenido mediante prototipo computacional del gemelo digital
11314,21.45322,-157.80297,Lagoon,3.3,2.28,23.87,55.92,Resultado obtenido mediante prototipo computacional del gemelo digital
11315,21.43858,-157.79464,Lagoon,3.98,2.29,24.9,36.02,Resultado obtenido mediante prototipo computacional del gemelo digital
11316,21.44947,-157.79433,Lagoon,3.15,2.29,26.31,51.89,Resultado obtenido mediante prototipo computacional del gemelo digital
11317,21.46027,-157.81367,Lagoon,3.95,2.27,24.8,33.14,Resultado obtenido mediante prototipo computacional del gemelo digital
11318,21.45842,-157.78662,Lagoon,3.33,2.24,24.2,32.98,Resultado obtenido mediante prototipo computacional del gemelo digital
11319,21.46496,-157.79127,Lagoon,3.22,2.28,24.29,39.32,Resultado obtenido mediante prototipo computacional del gemelo digital
11320,21.46312,-157.80344,Lagoon,3.24,2.26,26.12,40.87,Resultado obtenido mediante prototipo computacional del gemelo digital
11321,21.46478,-157.79272,Lagoon,3.86,2.29,25.64,44.27,Resultado obtenido mediante prototipo computacional del gemelo digital
11322,21.45961,-157.78763,Lagoon,3.16,2.26,22.74,43.67,Resultado obtenido mediante prototipo computacional del gemelo digital
11323,21.46029,-157.80083,Lagoon,3.95,2.29,25.4,42.68,Resultado obtenido mediante prototipo computacional del gemelo digital
11324,21.4505,-157.79987,Lagoon,3.05,2.29,25.99,38.43,Resultado obtenido mediante prototipo computacional del gemelo digital
11325,21.45776,-157.81053,Lagoon,3.55,2.29,23.58,42.58,Resultado obtenido mediante prototipo computacional del gemelo digital
11326,21.46035,-157.7886,Lagoon,3.71,2.24,24.21,32.58,Resultado obtenido mediante prototipo computacional del gemelo digital
11327,21.45178,-157.79031,Lagoon,3.76,2.27,24.64,45.78,Resultado obtenido mediante prototipo computacional del gemelo digital
11328,21.43878,-157.8127,Lagoon,3.03,2.28,24.87,41.02,Resultado obtenido mediante prototipo computacional del gemelo digital
11329,21.44781,-157.80612,Lagoon,3.05,2.23,24.95,35.89,Resultado obtenido mediante prototipo computacional del gemelo digital
11330,21.43533,-157.80231,Lagoon,3.4,2.28,24.48,48.61,Resultado obtenido mediante prototipo computacional del gemelo digital
11331,21.4612,-157.80588,Lagoon,3.4,2.29,23.7,35.76,Resultado obtenido mediante prototipo computacional del gemelo digital
11332,21.45058,-157.80108,Lagoon,3.41,2.21,24.0,54.97,Resultado obtenido mediante prototipo computacional del gemelo digital
11333,21.45029,-157.81037,Lagoon,3.97,2.29,24.9,50.57,Resultado obtenido mediante prototipo computacional del gemelo digital
11334,21.46357,-157.79967,Lagoon,3.67,2.28,24.69,36.74,Resultado obtenido mediante prototipo computacional del gemelo digital
11335,21.43736,-157.79832,Lagoon,3.98,2.28,24.89,48.06,Resultado obtenido mediante prototipo computacional del gemelo digital
11336,21.46375,-157.80668,Lagoon,3.72,2.26,25.48,44.81,Resultado obtenido mediante prototipo computacional del gemelo digital
11337,21.4404,-157.79371,Lagoon,3.24,2.27,21.25,50.78,Resultado obtenido mediante prototipo computacional del gemelo digital
11338,21.4449,-157.81221,Lagoon,3.97,2.23,24.41,50.92,Resultado obtenido mediante prototipo computacional del gemelo digital
11339,21.45159,-157.80427,Lagoon,3.37,2.25,25.26,31.44,Resultado obtenido mediante prototipo computacional del gemelo digital
11340,21.43577,-157.78708,Lagoon,3.35,2.29,24.7,52.03,Resultado obtenido mediante prototipo computacional del gemelo digital
11341,21.43995,-157.8027,Lagoon,3.35,2.26,24.31,51.18,Resultado obtenido mediante prototipo computacional del gemelo digital
11342,21.46218,-157.78549,Lagoon,3.76,2.27,21.94,56.46,Resultado obtenido mediante prototipo computacional del gemelo digital
11343,21.44921,-157.80893,Lagoon,3.92,2.28,24.93,47.44,Resultado obtenido mediante prototipo computacional del gemelo digital
11344,21.43767,-157.79527,Lagoon,3.32,2.25,23.92,48.16,Resultado obtenido mediante prototipo computacional del gemelo digital
11345,21.4458,-157.78915,Lagoon,3.17,2.28,23.51,35.73,Resultado obtenido mediante prototipo computacional del gemelo digital
11346,21.43859,-157.80048,Lagoon,3.21,2.23,22.93,47.93,Resultado obtenido mediante prototipo computacional del gemelo digital
11347,21.44255,-157.78585,Lagoon,3.59,2.24,24.09,41.59,Resultado obtenido mediante prototipo computacional del gemelo digital
11348,21.46221,-157.80301,Lagoon,3.92,2.23,24.32,39.36,Resultado obtenido mediante prototipo computacional del gemelo digital
11349,21.44937,-157.80608,Lagoon,3.29,2.29,25.58,48.07,Resultado obtenido mediante prototipo computacional del gemelo digital
11350,21.44111,-157.81302,Lagoon,3.7,2.25,24.08,40.04,Resultado obtenido mediante prototipo computacional del gemelo digital
11351,21.45763,-157.81216,Lagoon,3.51,2.26,25.11,47.02,Resultado obtenido mediante prototipo computacional del gemelo digital
11352,21.43724,-157.792,Lagoon,3.43,2.25,26.02,39.93,Resultado obtenido mediante prototipo computacional del gemelo digital
11353,21.46342,-157.80871,Lagoon,3.3,2.24,24.08,39.11,Resultado obtenido mediante prototipo computacional del gemelo digital
11354,21.44807,-157.79355,Lagoon,3.11,2.27,26.9,46.65,Resultado obtenido mediante prototipo computacional del gemelo digital
11355,21.44017,-157.80427,Lagoon,3.59,2.2,23.89,49.42,Resultado obtenido mediante prototipo computacional del gemelo digital
11356,21.46459,-157.80461,Lagoon,3.01,2.24,25.96,48.29,Resultado obtenido mediante prototipo computacional del gemelo digital
11357,21.46234,-157.79208,Lagoon,3.94,2.27,27.29,52.33,Resultado obtenido mediante prototipo computacional del gemelo digital
11358,21.46084,-157.78907,Lagoon,3.72,2.28,23.8,54.37,Resultado obtenido mediante prototipo computacional del gemelo digital
11359,21.43693,-157.79939,Lagoon,3.76,2.26,24.41,46.88,Resultado obtenido mediante prototipo computacional del gemelo digital
11360,21.45316,-157.81473,Lagoon,3.84,2.18,24.5,49.85,Resultado obtenido mediante prototipo computacional del gemelo digital
11361,21.44897,-157.80284,Lagoon,3.69,2.28,25.38,41.48,Resultado obtenido mediante prototipo computacional del gemelo digital
11362,21.46062,-157.81453,Lagoon,3.45,2.21,23.93,40.32,Resultado obtenido mediante prototipo computacional del gemelo digital
11363,21.45265,-157.79609,Lagoon,3.2,2.29,27.05,47.69,Resultado obtenido mediante prototipo computacional del gemelo digital
11364,21.46469,-157.81195,Lagoon,3.44,2.21,23.32,44.06,Resultado obtenido mediante prototipo computacional del gemelo digital
11365,21.46442,-157.81198,Lagoon,3.98,2.25,23.05,38.56,Resultado obtenido mediante prototipo computacional del gemelo digital
11366,21.43837,-157.79949,Lagoon,3.54,2.23,22.39,43.05,Resultado obtenido mediante prototipo computacional del gemelo digital
11367,21.43746,-157.81342,Lagoon,3.14,2.29,25.68,31.02,Resultado obtenido mediante prototipo computacional del gemelo digital
11368,21.44977,-157.80662,Lagoon,3.32,2.22,24.28,31.17,Resultado obtenido mediante prototipo computacional del gemelo digital
11369,21.46175,-157.81354,Lagoon,3.84,2.23,23.08,49.92,Resultado obtenido mediante prototipo computacional del gemelo digital
11370,21.43865,-157.79259,Lagoon,3.85,2.25,24.85,47.72,Resultado obtenido mediante prototipo computacional del gemelo digital
11371,21.45432,-157.78702,Lagoon,3.72,2.24,24.66,40.14,Resultado obtenido mediante prototipo computacional del gemelo digital
11372,21.46185,-157.81003,Lagoon,3.72,2.28,26.15,46.9,Resultado obtenido mediante prototipo computacional del gemelo digital
11373,21.44668,-157.81346,Lagoon,3.4,2.24,24.15,55.28,Resultado obtenido mediante prototipo computacional del gemelo digital
11374,21.46403,-157.79673,Lagoon,3.14,2.29,26.13,35.67,Resultado obtenido mediante prototipo computacional del gemelo digital
11375,21.43667,-157.79837,Lagoon,3.5,2.27,24.72,44.76,Resultado obtenido mediante prototipo computacional del gemelo digital
11376,21.46172,-157.78548,Lagoon,3.45,2.26,24.24,47.08,Resultado obtenido mediante prototipo computacional del gemelo digital
11377,21.4499,-157.80119,Lagoon,3.56,2.2,22.65,36.95,Resultado obtenido mediante prototipo computacional del gemelo digital
11378,21.45754,-157.80845,Lagoon,3.39,2.22,24.52,43.88,Resultado obtenido mediante prototipo computacional del gemelo digital
11379,21.45152,-157.79318,Lagoon,3.27,2.29,26.45,42.64,Resultado obtenido mediante prototipo computacional del gemelo digital
11380,21.44639,-157.81089,Lagoon,3.68,2.29,25.35,36.93,Resultado obtenido mediante prototipo computacional del gemelo digital
11381,21.45224,-157.79409,Lagoon,3.43,2.29,24.94,39.39,Resultado obtenido mediante prototipo computacional del gemelo digital
11382,21.4361,-157.78631,Lagoon,3.94,2.28,22.94,49.83,Resultado obtenido mediante prototipo computacional del gemelo digital
11383,21.45743,-157.78523,Lagoon,3.59,2.23,21.41,48.02,Resultado obtenido mediante prototipo computacional del gemelo digital
11384,21.43674,-157.78743,Lagoon,3.62,2.28,24.46,38.57,Resultado obtenido mediante prototipo computacional del gemelo digital
11385,21.45802,-157.79318,Lagoon,3.47,2.28,25.13,30.41,Resultado obtenido mediante prototipo computacional del gemelo digital
11386,21.4571,-157.81329,Lagoon,3.09,2.25,24.73,37.05,Resultado obtenido mediante prototipo computacional del gemelo digital
11387,21.45405,-157.80212,Lagoon,3.45,2.26,24.88,35.83,Resultado obtenido mediante prototipo computacional del gemelo digital
11388,21.4584,-157.80462,Lagoon,3.58,2.27,24.72,47.66,Resultado obtenido mediante prototipo computacional del gemelo digital
11389,21.45556,-157.79121,Lagoon,3.31,2.29,25.14,53.58,Resultado obtenido mediante prototipo computacional del gemelo digital
11390,21.4641,-157.7919,Lagoon,3.49,2.25,24.27,49.81,Resultado obtenido mediante prototipo computacional del gemelo digital
11391,21.43549,-157.80639,Lagoon,3.73,2.27,24.27,49.02,Resultado obtenido mediante prototipo computacional del gemelo digital
11392,21.45777,-157.8016,Lagoon,3.83,2.23,25.15,30.38,Resultado obtenido mediante prototipo computacional del gemelo digital
11393,21.44469,-157.81103,Lagoon,3.12,2.28,24.84,48.46,Resultado obtenido mediante prototipo computacional del gemelo digital
11394,21.44514,-157.81297,Lagoon,3.51,2.26,25.25,32.86,Resultado obtenido mediante prototipo computacional del gemelo digital
11395,21.46001,-157.8069,Lagoon,3.54,2.26,24.25,41.55,Resultado obtenido mediante prototipo computacional del gemelo digital
11396,21.44084,-157.79379,Lagoon,3.53,2.26,25.0,31.69,Resultado obtenido mediante prototipo computacional del gemelo digital
11397,21.45926,-157.79674,Lagoon,3.96,2.28,24.32,40.61,Resultado obtenido mediante prototipo computacional del gemelo digital
11398,21.46313,-157.78695,Lagoon,3.62,2.25,25.64,35.7,Resultado obtenido mediante prototipo computacional del gemelo digital
11399,21.44465,-157.79926,Lagoon,3.43,2.27,23.45,54.02,Resultado obtenido mediante prototipo computacional del gemelo digital
11400,21.4481,-157.79968,Lagoon,3.01,2.28,25.74,52.89,Resultado obtenido mediante prototipo computacional del gemelo digital
11401,21.45685,-157.79317,Lagoon,3.89,2.28,24.53,43.39,Resultado obtenido mediante prototipo computacional del gemelo digital
11402,21.43583,-157.80821,Lagoon,3.34,2.29,23.08,33.69,Resultado obtenido mediante prototipo computacional del gemelo digital
11403,21.46296,-157.80019,Lagoon,3.39,2.25,25.51,38.47,Resultado obtenido mediante prototipo computacional del gemelo digital
11404,21.43754,-157.81007,Lagoon,3.11,2.26,26.49,33.36,Resultado obtenido mediante prototipo computacional del gemelo digital
11405,21.44267,-157.79411,Lagoon,3.48,2.21,21.96,34.51,Resultado obtenido mediante prototipo computacional del gemelo digital
11406,21.43588,-157.7883,Lagoon,3.2,2.23,23.6,35.86,Resultado obtenido mediante prototipo computacional del gemelo digital
11407,21.44209,-157.79158,Lagoon,3.86,2.26,25.31,32.27,Resultado obtenido mediante prototipo computacional del gemelo digital
11408,21.437,-157.79814,Lagoon,3.05,2.24,24.98,37.55,Resultado obtenido mediante prototipo computacional del gemelo digital
11409,21.44138,-157.792,Lagoon,3.02,2.29,25.02,42.4,Resultado obtenido mediante prototipo computacional del gemelo digital
11410,21.44934,-157.80977,Lagoon,3.49,2.22,26.15,39.13,Resultado obtenido mediante prototipo computacional del gemelo digital
11411,21.43951,-157.78651,Lagoon,3.32,2.21,22.62,40.72,Resultado obtenido mediante prototipo computacional del gemelo digital
11412,21.44335,-157.81339,Lagoon,3.66,2.23,21.71,45.32,Resultado obtenido mediante prototipo computacional del gemelo digital
11413,21.44967,-157.79844,Lagoon,4.0,2.21,23.86,52.14,Resultado obtenido mediante prototipo computacional del gemelo digital
11414,21.44727,-157.80144,Lagoon,3.41,2.29,24.71,39.95,Resultado obtenido mediante prototipo computacional del gemelo digital
11415,21.45139,-157.78778,Lagoon,3.95,2.26,24.2,50.95,Resultado obtenido mediante prototipo computacional del gemelo digital
11416,21.45095,-157.78915,Lagoon,3.17,2.26,23.36,53.05,Resultado obtenido mediante prototipo computacional del gemelo digital
11417,21.45829,-157.80385,Lagoon,3.92,2.2,23.7,51.55,Resultado obtenido mediante prototipo computacional del gemelo digital
11418,21.46395,-157.79785,Lagoon,3.22,2.25,24.12,37.93,Resultado obtenido mediante prototipo computacional del gemelo digital
11419,21.44193,-157.80765,Lagoon,3.74,2.28,25.36,46.79,Resultado obtenido mediante prototipo computacional del gemelo digital
11420,21.45632,-157.79549,Lagoon,3.87,2.29,25.69,38.87,Resultado obtenido mediante prototipo computacional del gemelo digital
11421,21.44753,-157.80209,Lagoon,3.43,2.21,25.4,38.01,Resultado obtenido mediante prototipo computacional del gemelo digital
11422,21.46151,-157.81446,Lagoon,3.92,2.27,26.61,42.71,Resultado obtenido mediante prototipo computacional del gemelo digital
11423,21.45666,-157.81064,Lagoon,3.86,2.21,23.79,44.81,Resultado obtenido mediante prototipo computacional del gemelo digital
11424,21.44945,-157.80742,Lagoon,3.47,2.26,23.98,34.33,Resultado obtenido mediante prototipo computacional del gemelo digital
11425,21.45105,-157.79235,Lagoon,3.16,1.87,18.33,55.26,Resultado obtenido mediante prototipo computacional del gemelo digital
11426,21.43978,-157.81418,Lagoon,3.88,1.84,17.33,50.03,Resultado obtenido mediante prototipo computacional del gemelo digital
11427,21.44209,-157.80432,Lagoon,3.98,1.92,18.25,37.38,Resultado obtenido mediante prototipo computacional del gemelo digital
11428,21.46238,-157.79522,Lagoon,3.56,1.86,16.75,38.33,Resultado obtenido mediante prototipo computacional del gemelo digital
11429,21.45876,-157.80113,Lagoon,3.22,1.91,17.12,43.08,Resultado obtenido mediante prototipo computacional del gemelo digital
11430,21.46355,-157.79661,Lagoon,3.57,1.84,16.7,51.35,Resultado obtenido mediante prototipo computacional del gemelo digital
11431,21.46418,-157.81122,Lagoon,3.81,1.85,16.26,50.75,Resultado obtenido mediante prototipo computacional del gemelo digital
11432,21.45436,-157.80516,Lagoon,3.64,1.92,17.37,41.0,Resultado obtenido mediante prototipo computacional del gemelo digital
11433,21.4459,-157.81366,Lagoon,3.3,2.23,22.78,35.07,Resultado obtenido mediante prototipo computacional del gemelo digital
11434,21.44671,-157.7877,Lagoon,3.65,2.24,24.9,45.3,Resultado obtenido mediante prototipo computacional del gemelo digital
11435,21.43659,-157.80305,Lagoon,3.04,2.28,24.26,45.82,Resultado obtenido mediante prototipo computacional del gemelo digital
11436,21.44767,-157.78776,Lagoon,3.28,2.27,25.29,34.22,Resultado obtenido mediante prototipo computacional del gemelo digital
11437,21.44053,-157.80746,Lagoon,3.77,2.26,26.4,41.97,Resultado obtenido mediante prototipo computacional del gemelo digital
11438,21.4487,-157.79962,Lagoon,3.35,2.29,24.5,35.83,Resultado obtenido mediante prototipo computacional del gemelo digital
11439,21.46017,-157.80807,Lagoon,3.91,2.24,24.79,43.13,Resultado obtenido mediante prototipo computacional del gemelo digital
11440,21.45857,-157.79945,Lagoon,3.45,2.25,24.85,49.41,Resultado obtenido mediante prototipo computacional del gemelo digital
11441,21.45979,-157.81443,Lagoon,3.75,2.23,21.6,42.15,Resultado obtenido mediante prototipo computacional del gemelo digital
11442,21.44528,-157.81179,Lagoon,3.6,2.27,26.25,30.05,Resultado obtenido mediante prototipo computacional del gemelo digital
11443,21.44429,-157.80518,Lagoon,3.95,2.21,23.65,46.57,Resultado obtenido mediante prototipo computacional del gemelo digital
11444,21.44113,-157.80261,Lagoon,3.24,2.29,26.87,51.28,Resultado obtenido mediante prototipo computacional del gemelo digital
11445,21.45554,-157.80788,Lagoon,3.59,2.27,24.87,41.75,Resultado obtenido mediante prototipo computacional del gemelo digital
11446,21.4433,-157.80489,Lagoon,3.11,2.29,25.96,49.25,Resultado obtenido mediante prototipo computacional del gemelo digital
11447,21.45618,-157.79463,Lagoon,3.78,2.29,26.51,29.93,Resultado obtenido mediante prototipo computacional del gemelo digital
11448,21.44528,-157.81308,Lagoon,3.34,2.26,25.63,51.96,Resultado obtenido mediante prototipo computacional del gemelo digital
11449,21.44454,-157.81436,Lagoon,3.08,2.24,23.87,48.12,Resultado obtenido mediante prototipo computacional del gemelo digital
11450,21.45399,-157.8076,Lagoon,3.3,2.29,24.49,35.25,Resultado obtenido mediante prototipo computacional del gemelo digital
11451,21.46436,-157.80581,Lagoon,3.52,2.17,23.16,43.77,Resultado obtenido mediante prototipo computacional del gemelo digital
11452,21.43946,-157.80469,Lagoon,3.72,2.26,24.12,39.04,Resultado obtenido mediante prototipo computacional del gemelo digital
11453,21.44001,-157.80824,Lagoon,3.76,2.27,24.33,53.8,Resultado obtenido mediante prototipo computacional del gemelo digital
11454,21.46282,-157.80394,Lagoon,3.42,2.27,24.61,40.81,Resultado obtenido mediante prototipo computacional del gemelo digital
11455,21.45202,-157.79884,Lagoon,3.82,2.26,26.07,52.88,Resultado obtenido mediante prototipo computacional del gemelo digital
11456,21.44498,-157.81076,Lagoon,3.22,2.26,23.73,49.83,Resultado obtenido mediante prototipo computacional del gemelo digital
11457,21.4467,-157.80237,Lagoon,3.7,2.29,25.53,38.96,Resultado obtenido mediante prototipo computacional del gemelo digital
11458,21.44393,-157.81321,Lagoon,3.17,2.25,22.65,35.78,Resultado obtenido mediante prototipo computacional del gemelo digital
11459,21.46008,-157.80754,Lagoon,3.25,2.28,25.66,29.8,Resultado obtenido mediante prototipo computacional del gemelo digital
11460,21.4577,-157.7955,Lagoon,3.44,2.27,22.81,55.28,Resultado obtenido mediante prototipo computacional del gemelo digital
11461,21.44214,-157.8039,Lagoon,3.35,2.23,24.21,54.2,Resultado obtenido mediante prototipo computacional del gemelo digital
11462,21.44426,-157.79708,Lagoon,3.8,2.29,24.57,44.92,Resultado obtenido mediante prototipo computacional del gemelo digital
11463,21.44487,-157.81453,Lagoon,3.87,2.27,22.5,51.5,Resultado obtenido mediante prototipo computacional del gemelo digital
11464,21.4493,-157.80215,Lagoon,3.99,2.27,24.56,44.33,Resultado obtenido mediante prototipo computacional del gemelo digital
11465,21.44106,-157.79783,Lagoon,3.7,2.27,25.75,48.19,Resultado obtenido mediante prototipo computacional del gemelo digital
11466,21.44564,-157.78831,Lagoon,3.61,2.25,25.1,37.2,Resultado obtenido mediante prototipo computacional del gemelo digital
11467,21.44819,-157.80917,Lagoon,3.12,2.26,27.87,48.24,Resultado obtenido mediante prototipo computacional del gemelo digital
11468,21.4581,-157.79389,Lagoon,3.2,2.26,24.51,33.7,Resultado obtenido mediante prototipo computacional del gemelo digital
11469,21.46305,-157.79216,Lagoon,3.59,2.21,23.13,48.02,Resultado obtenido mediante prototipo computacional del gemelo digital
11470,21.46304,-157.78933,Lagoon,3.36,2.25,23.7,47.9,Resultado obtenido mediante prototipo computacional del gemelo digital
11471,21.45331,-157.81247,Lagoon,3.39,2.27,24.05,52.36,Resultado obtenido mediante prototipo computacional del gemelo digital
11472,21.44189,-157.80856,Lagoon,3.97,2.27,23.23,36.28,Resultado obtenido mediante prototipo computacional del gemelo digital
11473,21.45542,-157.80374,Lagoon,3.3,1.83,16.74,61.52,Resultado obtenido mediante prototipo computacional del gemelo digital
11474,21.45852,-157.81022,Lagoon,3.12,1.83,16.82,46.94,Resultado obtenido mediante prototipo computacional del gemelo digital
11475,21.44147,-157.78824,Lagoon,3.96,1.82,14.33,41.73,Resultado obtenido mediante prototipo computacional del gemelo digital
11476,21.44365,-157.8097,Lagoon,3.97,1.9,17.32,51.56,Resultado obtenido mediante prototipo computacional del gemelo digital
11477,21.43844,-157.79616,Lagoon,3.77,1.84,14.19,43.07,Resultado obtenido mediante prototipo computacional del gemelo digital
11478,21.45731,-157.80435,Lagoon,3.63,2.29,24.64,53.18,Resultado obtenido mediante prototipo computacional del gemelo digital
11479,21.46052,-157.78516,Lagoon,3.08,2.27,25.72,50.31,Resultado obtenido mediante prototipo computacional del gemelo digital
11480,21.44325,-157.81322,Lagoon,3.49,1.84,13.7,54.65,Resultado obtenido mediante prototipo computacional del gemelo digital
11481,21.45225,-157.80992,Lagoon,3.64,2.23,21.96,42.6,Resultado obtenido mediante prototipo computacional del gemelo digital
11482,21.46376,-157.79055,Lagoon,3.02,2.27,25.51,36.24,Resultado obtenido mediante prototipo computacional del gemelo digital
11483,21.44103,-157.79823,Lagoon,3.4,2.29,24.55,46.95,Resultado obtenido mediante prototipo computacional del gemelo digital
11484,21.44335,-157.80187,Lagoon,3.41,2.28,26.89,32.24,Resultado obtenido mediante prototipo computacional del gemelo digital
11485,21.4552,-157.7873,Lagoon,3.6,2.24,22.08,36.23,Resultado obtenido mediante prototipo computacional del gemelo digital
11486,21.43557,-157.78916,Lagoon,3.74,2.28,24.1,50.85,Resultado obtenido mediante prototipo computacional del gemelo digital
11487,21.43766,-157.78569,Lagoon,3.42,2.25,24.63,43.45,Resultado obtenido mediante prototipo computacional del gemelo digital
11488,21.44624,-157.8081,Lagoon,3.53,2.24,24.48,43.5,Resultado obtenido mediante prototipo computacional del gemelo digital
11489,21.45172,-157.80383,Lagoon,3.44,2.29,25.8,39.54,Resultado obtenido mediante prototipo computacional del gemelo digital
11490,21.45087,-157.8088,Lagoon,3.13,2.27,24.28,52.32,Resultado obtenido mediante prototipo computacional del gemelo digital
11491,21.45506,-157.80173,Lagoon,3.51,2.24,23.93,35.47,Resultado obtenido mediante prototipo computacional del gemelo digital
11492,21.45514,-157.79563,Lagoon,3.36,2.26,24.74,46.98,Resultado obtenido mediante prototipo computacional del gemelo digital
11493,21.45076,-157.81208,Lagoon,3.85,2.29,24.48,40.39,Resultado obtenido mediante prototipo computacional del gemelo digital
11494,21.45345,-157.80403,Lagoon,3.04,2.29,27.25,52.44,Resultado obtenido mediante prototipo computacional del gemelo digital
11495,21.46269,-157.80597,Lagoon,3.77,2.24,23.77,43.38,Resultado obtenido mediante prototipo computacional del gemelo digital
11496,21.44063,-157.7946,Lagoon,3.48,2.26,23.73,47.41,Resultado obtenido mediante prototipo computacional del gemelo digital
11497,21.45775,-157.80919,Lagoon,3.14,2.24,26.48,50.17,Resultado obtenido mediante prototipo computacional del gemelo digital
11498,21.46328,-157.79595,Lagoon,3.16,2.24,26.82,40.01,Resultado obtenido mediante prototipo computacional del gemelo digital
11499,21.46489,-157.79898,Lagoon,3.77,2.22,26.0,36.19,Resultado obtenido mediante prototipo computacional del gemelo digital
11500,21.45409,-157.7883,Lagoon,3.8,2.27,25.56,40.67,Resultado obtenido mediante prototipo computacional del gemelo digital
11501,21.30756,-157.6991,Fore Reef,11.03,2.25,34.33,41.11,Resultado obtenido mediante prototipo computacional del gemelo digital
11502,21.30307,-157.6977,Fore Reef,11.49,2.26,33.87,44.47,Resultado obtenido mediante prototipo computacional del gemelo digital
11503,21.30039,-157.71327,Fore Reef,11.0,2.24,35.43,35.24,Resultado obtenido mediante prototipo computacional del gemelo digital
11504,21.3014,-157.70958,Fore Reef,11.28,2.23,36.3,25.31,Resultado obtenido mediante prototipo computacional del gemelo digital
11505,21.29128,-157.70503,Fore Reef,10.92,2.26,36.1,36.38,Resultado obtenido mediante prototipo computacional del gemelo digital
11506,21.29502,-157.6952,Fore Reef,11.59,2.28,35.72,34.59,Resultado obtenido mediante prototipo computacional del gemelo digital
11507,21.28779,-157.68565,Fore Reef,11.54,2.25,35.62,20.62,Resultado obtenido mediante prototipo computacional del gemelo digital
11508,21.30647,-157.69892,Fore Reef,10.94,2.25,36.66,30.24,Resultado obtenido mediante prototipo computacional del gemelo digital
11509,21.29033,-157.70283,Fore Reef,11.36,2.27,35.08,44.33,Resultado obtenido mediante prototipo computacional del gemelo digital
11510,21.29097,-157.70665,Fore Reef,10.77,2.24,36.79,19.6,Resultado obtenido mediante prototipo computacional del gemelo digital
11511,21.29017,-157.70192,Fore Reef,10.83,2.27,34.81,34.4,Resultado obtenido mediante prototipo computacional del gemelo digital
11512,21.29272,-157.71489,Fore Reef,10.91,2.23,33.08,39.5,Resultado obtenido mediante prototipo computacional del gemelo digital
11513,21.30903,-157.70505,Fore Reef,11.44,2.24,36.23,39.84,Resultado obtenido mediante prototipo computacional del gemelo digital
11514,21.29193,-157.69849,Fore Reef,11.3,2.19,33.98,37.72,Resultado obtenido mediante prototipo computacional del gemelo digital
11515,21.31481,-157.68871,Fore Reef,11.08,2.2,33.65,44.97,Resultado obtenido mediante prototipo computacional del gemelo digital
11516,21.29618,-157.71453,Fore Reef,10.76,2.21,37.05,41.27,Resultado obtenido mediante prototipo computacional del gemelo digital
11517,21.3038,-157.69307,Fore Reef,10.81,2.21,35.68,31.05,Resultado obtenido mediante prototipo computacional del gemelo digital
11518,21.29076,-157.69007,Fore Reef,10.8,2.23,34.66,38.22,Resultado obtenido mediante prototipo computacional del gemelo digital
11519,21.30952,-157.70135,Fore Reef,10.79,2.25,35.57,32.4,Resultado obtenido mediante prototipo computacional del gemelo digital
11520,21.29272,-157.68782,Fore Reef,11.16,2.26,35.57,32.35,Resultado obtenido mediante prototipo computacional del gemelo digital
11521,21.29225,-157.70237,Fore Reef,11.3,2.28,35.56,19.48,Resultado obtenido mediante prototipo computacional del gemelo digital
