Record_ID,Date,Station_Name,Region,Latitude,Longitude,Reef_Zone,Depth_m,SST_degC,SST_Anomaly_degC,DHW_degC_weeks,pH_total,Aragonite_Saturation_Omega,Turbidity_NTU,PAR_umol_m2_s,Live_Coral_Cover_Pct,Macroalgae_Cover_Pct,Structural_Rugosity,Shannon_Diversity_H,Bleaching_Severity_Pct,Coral_Cover_Loss_Pct,Bleaching_Risk,Data_Source_Type,Scientific_Attribution
11544,2015-12-19,Hawaii_OahuFore_24,Pacific,21.29279,-157.70628,Fore Reef,10.9,24.15,0.15,0.0,8.096,3.88,0.44,1031.1,37.11,27.68,2.27,2.59,3.33,2.39,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11545,2015-12-24,Hawaii_OahuFore_24,Pacific,21.28927,-157.71482,Fore Reef,11.35,23.88,-0.12,0.0,8.063,3.63,0.37,1000.6,37.47,29.32,2.23,2.54,6.86,9.19,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11546,2015-12-31,Hawaii_OahuFore_24,Pacific,21.29056,-157.68668,Fore Reef,11.25,24.33,0.3,0.0,8.061,3.56,0.88,1014.0,33.22,43.18,2.27,2.59,4.27,2.06,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11547,2016-01-05,Hawaii_OahuFore_24,Pacific,21.30155,-157.71031,Fore Reef,10.75,24.23,0.16,0.0,8.095,3.8,1.0,1062.0,34.18,34.18,2.2,2.5,7.3,13.68,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
11548,2016-01-16,Hawaii_OahuFore_24,Pacific,21.30623,-157.69261,Fore Reef,11.18,24.34,0.15,0.0,8.13,4.13,2.2,1044.1,37.16,29.04,2.28,2.61,5.49,0.0,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11549,2016-01-17,Hawaii_OahuFore_24,Pacific,21.29033,-157.68546,Fore Reef,11.16,24.48,0.27,0.0,8.08,3.84,1.38,1072.3,32.24,22.76,2.21,2.51,11.46,12.31,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
11550,2016-01-23,Hawaii_OahuFore_24,Pacific,21.29688,-157.70972,Fore Reef,11.35,23.91,-0.39,0.0,8.11,3.97,0.61,1188.1,37.56,32.52,2.26,2.57,8.01,4.8,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11551,2016-01-24,Hawaii_OahuFore_24,Pacific,21.29713,-157.71129,Fore Reef,10.89,24.75,0.43,0.0,8.106,3.89,0.7,1080.0,34.19,36.92,2.21,2.51,14.71,13.06,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11552,2016-02-01,Hawaii_OahuFore_24,Pacific,21.29273,-157.69389,Fore Reef,10.83,24.98,0.51,0.0,8.071,3.62,0.7,1246.1,36.45,36.07,2.26,2.58,8.89,3.78,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11553,2016-02-10,Hawaii_OahuFore_24,Pacific,21.30399,-157.68663,Fore Reef,11.33,24.53,-0.15,0.0,8.069,3.56,0.2,1250.4,36.48,34.91,2.28,2.61,1.07,0.0,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11554,2016-02-15,Hawaii_OahuFore_24,Pacific,21.29744,-157.68991,Fore Reef,11.68,24.92,0.12,0.0,8.14,4.19,0.89,1281.8,38.63,35.61,2.27,2.59,4.81,2.68,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11555,2016-02-25,Hawaii_OahuFore_24,Pacific,21.31214,-157.69198,Fore Reef,11.18,24.72,-0.36,0.0,8.09,3.78,0.51,1440.7,34.49,39.07,2.25,2.56,6.06,6.0,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
11556,2016-03-03,Hawaii_OahuFore_24,Pacific,21.30356,-157.6952,Fore Reef,11.63,24.86,-0.42,0.0,8.08,3.63,0.14,1498.1,36.83,34.15,2.23,2.53,4.2,9.7,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11557,2016-03-04,Hawaii_OahuFore_24,Pacific,21.31437,-157.71246,Fore Reef,11.53,25.52,0.21,0.0,8.117,4.0,0.28,1452.5,36.09,37.26,2.28,2.6,5.7,0.91,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11558,2016-03-16,Hawaii_OahuFore_24,Pacific,21.29221,-157.70221,Fore Reef,11.16,25.54,-0.14,0.0,8.096,3.86,0.16,1600.8,36.9,20.88,2.26,2.59,9.8,3.2,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
11559,2016-03-20,Hawaii_OahuFore_24,Pacific,21.29339,-157.68826,Fore Reef,11.1,25.78,-0.02,0.0,8.078,3.66,0.9,1627.3,35.47,20.56,2.26,2.58,6.15,4.48,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
11560,2016-03-22,Hawaii_OahuFore_24,Pacific,21.30439,-157.715,Fore Reef,11.16,26.09,0.22,0.0,8.079,3.68,1.92,1591.0,32.56,25.39,2.21,2.52,7.77,12.09,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11561,2016-03-28,Hawaii_OahuFore_24,Pacific,21.29583,-157.68818,Fore Reef,11.27,25.54,-0.51,0.0,8.065,3.57,0.44,1678.4,33.43,35.03,2.24,2.55,10.49,7.96,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11562,2016-04-01,Hawaii_OahuFore_24,Pacific,21.29047,-157.70129,Fore Reef,11.64,26.33,0.16,0.0,8.052,3.42,1.74,1642.7,36.14,35.21,2.22,2.53,8.17,10.42,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
11563,2016-04-03,Hawaii_OahuFore_24,Pacific,21.31064,-157.70761,Fore Reef,11.28,25.96,-0.27,0.0,8.054,3.49,0.23,1538.4,36.18,29.64,2.28,2.6,5.83,0.99,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
11564,2016-04-06,Hawaii_OahuFore_24,Pacific,21.30002,-157.69117,Fore Reef,10.93,26.5,0.18,0.0,8.049,3.43,0.89,1754.1,33.58,28.58,2.21,2.51,8.13,13.42,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11565,2016-04-08,Hawaii_OahuFore_24,Pacific,21.28723,-157.69085,Fore Reef,10.85,26.09,-0.28,0.0,8.026,3.24,0.42,1655.4,36.64,21.51,2.25,2.56,2.77,6.16,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
11566,2016-04-22,Hawaii_OahuFore_24,Pacific,21.29007,-157.68989,Fore Reef,10.89,26.73,-0.03,0.0,8.044,3.34,0.15,1864.2,34.04,23.26,2.22,2.52,10.31,11.09,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11567,2016-05-01,Hawaii_OahuFore_24,Pacific,21.29622,-157.69131,Fore Reef,10.72,27.04,0.05,0.0,8.057,3.43,0.56,1841.7,33.13,37.71,2.24,2.55,12.27,7.79,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11568,2016-05-02,Hawaii_OahuFore_24,Pacific,21.28853,-157.68605,Fore Reef,11.31,27.11,0.09,0.0,8.025,3.29,0.17,1816.1,37.31,39.11,2.24,2.55,4.97,7.22,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
11569,2016-06-06,Hawaii_OahuFore_24,Pacific,21.31415,-157.70533,Fore Reef,10.76,27.65,0.1,0.14,8.066,3.46,0.69,1884.2,36.61,35.86,2.28,2.61,0.0,0.0,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
11570,2016-06-13,Hawaii_OahuFore_24,Pacific,21.30495,-157.68738,Fore Reef,11.69,27.69,0.1,0.33,8.037,3.16,1.62,1847.7,35.58,28.43,2.27,2.59,9.8,2.96,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11571,2016-06-25,Hawaii_OahuFore_24,Pacific,21.28772,-157.69659,Fore Reef,11.25,27.82,0.23,0.24,8.033,3.32,0.61,1795.7,32.25,33.04,2.24,2.56,7.5,6.89,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
11572,2016-06-27,Hawaii_OahuFore_24,Pacific,21.29733,-157.71382,Fore Reef,11.43,27.75,0.16,0.13,8.069,3.39,0.32,1805.6,34.64,33.18,2.28,2.61,8.74,0.0,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
11573,2016-07-08,Hawaii_OahuFore_24,Pacific,21.28679,-157.68982,Fore Reef,11.28,27.61,0.1,0.19,8.058,3.4,0.22,1781.6,35.53,44.12,2.24,2.55,10.92,7.83,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11574,2016-07-11,Hawaii_OahuFore_24,Pacific,21.31347,-157.68643,Fore Reef,11.49,27.55,0.08,0.05,8.04,3.28,0.37,1894.6,36.28,22.26,2.24,2.55,7.96,8.07,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11575,2016-07-29,Hawaii_OahuFore_24,Pacific,21.30098,-157.70568,Fore Reef,10.72,29.27,2.07,17.98,7.999,2.92,0.5,1616.5,23.33,47.44,1.81,1.97,100.0,82.07,High,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11576,2016-07-30,Hawaii_OahuFore_24,Pacific,21.2854,-157.69398,Fore Reef,11.16,29.3,2.12,14.0,8.028,3.24,0.69,1687.1,24.0,46.65,1.82,1.97,97.51,81.75,High,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11577,2016-08-12,Hawaii_OahuFore_24,Pacific,21.29837,-157.70663,Fore Reef,11.47,29.49,2.6,15.19,8.01,3.05,0.34,1503.4,23.35,49.21,1.84,2.0,100.0,77.51,High,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11578,2016-08-26,Hawaii_OahuFore_24,Pacific,21.30029,-157.69521,Fore Reef,11.63,28.85,2.33,15.47,8.077,3.47,0.24,1467.7,22.19,33.8,1.85,2.02,100.0,75.2,High,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11579,2016-08-29,Hawaii_OahuFore_24,Pacific,21.3113,-157.71342,Fore Reef,11.25,29.46,3.04,16.08,8.002,2.97,0.57,1431.3,24.62,54.97,1.85,2.02,91.22,75.02,High,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
11580,2016-09-22,Hawaii_OahuFore_24,Pacific,21.28523,-157.69003,Fore Reef,11.06,28.39,2.7,0.77,8.045,3.31,0.38,1238.1,35.94,36.07,2.28,2.61,10.79,0.33,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11581,2016-09-27,Hawaii_OahuFore_24,Pacific,21.2976,-157.69696,Fore Reef,11.39,27.52,1.98,0.02,8.04,3.26,0.64,1193.2,35.23,25.95,2.24,2.55,9.53,7.64,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
11582,2016-09-28,Hawaii_OahuFore_24,Pacific,21.28652,-157.68695,Fore Reef,11.09,27.78,2.27,0.3,8.005,3.09,0.25,1309.9,33.18,22.82,2.25,2.56,7.01,5.85,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11583,2016-10-10,Hawaii_OahuFore_24,Pacific,21.29968,-157.70852,Fore Reef,10.86,26.57,1.42,0.0,8.107,3.76,0.88,1103.9,34.19,32.96,2.26,2.58,6.6,3.81,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11584,2016-10-14,Hawaii_OahuFore_24,Pacific,21.31281,-157.70901,Fore Reef,10.8,27.3,2.26,0.0,8.045,3.39,0.49,1111.8,37.54,20.52,2.27,2.59,7.24,3.06,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11585,2016-10-16,Hawaii_OahuFore_24,Pacific,21.30223,-157.70953,Fore Reef,10.92,27.58,2.59,0.15,8.061,3.43,0.43,1082.4,34.59,34.8,2.26,2.58,5.67,4.01,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11586,2016-10-19,Hawaii_OahuFore_24,Pacific,21.3041,-157.68681,Fore Reef,10.75,25.12,0.22,0.0,8.069,3.66,2.39,942.7,35.26,24.56,2.28,2.61,5.73,0.0,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
11587,2016-11-05,Hawaii_OahuFore_24,Pacific,21.30579,-157.71395,Fore Reef,11.12,24.28,-0.21,0.0,8.062,3.64,0.34,972.1,36.53,23.43,2.27,2.6,6.65,1.49,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
11588,2016-11-28,Hawaii_OahuFore_24,Pacific,21.30051,-157.71338,Fore Reef,11.61,24.28,0.16,0.0,8.071,3.65,0.33,993.0,34.86,28.48,2.23,2.54,7.48,9.14,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11589,2016-12-04,Hawaii_OahuFore_24,Pacific,21.30746,-157.70206,Fore Reef,11.17,24.38,0.32,0.0,8.05,3.58,0.46,1010.6,36.04,34.2,2.23,2.54,7.98,8.51,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11590,2016-12-09,Hawaii_OahuFore_24,Pacific,21.28874,-157.70199,Fore Reef,10.88,23.67,-0.36,0.0,8.094,3.94,0.58,861.6,34.8,34.1,2.28,2.61,9.07,0.61,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
11591,2016-12-21,Hawaii_OahuFore_24,Pacific,21.29423,-157.70474,Fore Reef,10.7,24.28,0.28,0.0,8.073,3.64,0.38,1021.8,36.22,26.3,2.27,2.59,2.3,2.8,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11592,2016-12-25,Hawaii_OahuFore_24,Pacific,21.29139,-157.70953,Fore Reef,11.38,24.06,0.05,0.0,8.078,3.76,0.53,989.1,37.62,32.96,2.27,2.59,2.33,3.07,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
11593,2016-12-28,Hawaii_OahuFore_24,Pacific,21.30118,-157.69581,Fore Reef,11.18,24.0,-0.02,0.0,8.09,3.74,0.51,1036.1,34.11,40.61,2.21,2.51,14.72,12.99,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11594,2017-01-02,Hawaii_OahuFore_24,Pacific,21.29043,-157.69978,Fore Reef,11.34,24.29,0.24,0.0,8.07,3.64,0.36,1033.5,33.63,23.85,2.22,2.53,12.66,10.18,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11595,2017-01-03,Hawaii_OahuFore_24,Pacific,21.29035,-157.69674,Fore Reef,10.87,23.98,-0.07,0.0,8.06,3.66,0.98,1072.3,35.32,37.76,2.21,2.51,7.7,12.76,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11596,2017-01-15,Hawaii_OahuFore_24,Pacific,21.29685,-157.7134,Fore Reef,11.48,24.08,-0.1,0.0,8.077,3.65,0.18,1220.8,33.94,45.56,2.28,2.61,7.08,0.0,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11597,2017-01-16,Hawaii_OahuFore_24,Pacific,21.313,-157.69369,Fore Reef,11.46,24.1,-0.09,0.0,8.102,3.99,0.24,1190.3,37.43,39.49,2.27,2.59,7.86,2.54,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11598,2017-01-17,Hawaii_OahuFore_24,Pacific,21.30782,-157.71078,Fore Reef,11.4,24.12,-0.09,0.0,8.108,4.03,0.92,1111.0,36.0,24.98,2.25,2.57,3.0,5.61,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11599,2017-02-15,Hawaii_OahuFore_24,Pacific,21.29603,-157.70797,Fore Reef,11.13,24.9,0.09,0.0,8.086,3.75,0.11,1402.6,33.97,23.15,2.22,2.53,5.74,10.67,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
11600,2017-02-21,Hawaii_OahuFore_24,Pacific,21.3122,-157.69446,Fore Reef,11.08,24.96,-0.01,0.0,8.079,3.75,1.17,1281.3,34.07,44.76,2.25,2.56,1.74,6.48,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11601,2017-02-26,Hawaii_OahuFore_24,Pacific,21.30052,-157.68771,Fore Reef,11.5,25.47,0.37,0.0,8.087,3.73,0.23,1318.7,36.28,27.63,2.27,2.59,6.85,2.14,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11602,2017-03-02,Hawaii_OahuFore_24,Pacific,21.2913,-157.69477,Fore Reef,11.53,25.16,-0.06,0.0,8.069,3.6,0.71,1383.4,35.94,26.56,2.25,2.56,12.82,6.42,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11603,2017-03-03,Hawaii_OahuFore_24,Pacific,21.30311,-157.7046,Fore Reef,11.09,25.3,0.05,0.0,8.056,3.46,0.34,1389.3,34.28,20.91,2.2,2.5,13.01,13.82,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11604,2017-03-06,Hawaii_OahuFore_24,Pacific,21.31413,-157.68568,Fore Reef,11.0,25.62,0.28,0.0,8.066,3.57,0.56,1456.4,36.66,28.79,2.26,2.58,4.11,3.99,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
11605,2017-03-07,Hawaii_OahuFore_24,Pacific,21.29634,-157.70441,Fore Reef,10.84,25.7,0.33,0.0,8.047,3.49,0.62,1549.3,36.47,22.6,2.24,2.56,12.21,6.86,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11606,2017-03-12,Hawaii_OahuFore_24,Pacific,21.30294,-157.69924,Fore Reef,11.06,25.51,-0.02,0.0,8.066,3.61,0.57,1491.9,36.85,22.77,2.26,2.58,9.5,4.36,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11607,2017-03-31,Hawaii_OahuFore_24,Pacific,21.29823,-157.68735,Fore Reef,11.59,26.0,-0.1,0.0,8.071,3.63,0.36,1722.9,35.7,24.0,2.26,2.58,10.88,4.4,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11608,2017-04-18,Hawaii_OahuFore_24,Pacific,21.31312,-157.70924,Fore Reef,11.6,26.88,0.25,0.0,8.045,3.39,0.14,1713.5,37.07,21.12,2.28,2.61,6.14,0.0,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11609,2017-05-17,Hawaii_OahuFore_24,Pacific,21.29695,-157.70336,Fore Reef,11.34,27.13,-0.16,0.0,8.019,3.15,1.45,1929.7,34.28,36.87,2.21,2.52,10.1,12.0,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
11610,2017-05-23,Hawaii_OahuFore_24,Pacific,21.30894,-157.7064,Fore Reef,11.35,27.25,-0.14,0.0,8.036,3.34,0.45,1790.8,34.07,42.78,2.24,2.55,10.85,8.29,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11611,2017-05-27,Hawaii_OahuFore_24,Pacific,21.28544,-157.70432,Fore Reef,11.42,28.06,0.62,0.33,8.012,3.04,0.9,1931.7,36.92,22.26,2.26,2.58,15.31,3.84,Medium,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11612,2017-06-15,Hawaii_OahuFore_24,Pacific,21.29733,-157.7082,Fore Reef,10.72,27.67,0.08,0.21,8.059,3.45,0.12,1900.8,35.35,36.38,2.23,2.54,9.58,9.24,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11613,2017-07-09,Hawaii_OahuFore_24,Pacific,21.29726,-157.71003,Fore Reef,11.3,26.82,-0.69,0.0,8.062,3.47,1.14,1710.0,33.69,32.64,2.19,2.48,11.82,16.78,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11614,2017-07-13,Hawaii_OahuFore_24,Pacific,21.30175,-157.70253,Fore Reef,10.71,27.45,-0.02,0.0,8.043,3.3,0.18,1726.4,35.25,26.41,2.23,2.54,10.93,8.72,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11615,2017-07-18,Hawaii_OahuFore_24,Pacific,21.31447,-157.68922,Fore Reef,11.13,27.74,0.34,0.16,8.06,3.35,0.4,1735.9,36.2,31.02,2.26,2.58,6.49,3.62,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11616,2017-07-19,Hawaii_OahuFore_24,Pacific,21.28636,-157.70018,Fore Reef,11.2,26.99,-0.4,0.0,8.054,3.37,0.62,1833.1,35.68,28.57,2.25,2.57,10.48,5.39,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
11617,2017-07-26,Hawaii_OahuFore_24,Pacific,21.28709,-157.68723,Fore Reef,11.63,27.46,0.19,0.0,8.094,3.62,0.77,1683.1,32.85,28.99,2.2,2.5,10.05,14.22,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11618,2017-07-27,Hawaii_OahuFore_24,Pacific,21.28973,-157.69406,Fore Reef,11.37,27.33,0.07,0.0,8.053,3.24,0.17,1822.2,35.51,25.08,2.25,2.57,8.8,5.19,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11619,2017-08-01,Hawaii_OahuFore_24,Pacific,21.31463,-157.70722,Fore Reef,10.74,28.48,1.32,1.3,8.049,3.36,0.97,1661.4,35.14,19.95,2.23,2.54,6.61,8.6,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11620,2017-08-03,Hawaii_OahuFore_24,Pacific,21.29995,-157.68754,Fore Reef,11.68,28.5,1.38,1.72,8.029,3.15,0.96,1670.3,35.19,23.05,2.28,2.61,11.7,0.38,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11621,2017-08-13,Hawaii_OahuFore_24,Pacific,21.29808,-157.7085,Fore Reef,10.88,28.78,1.89,14.59,8.018,3.08,0.37,1599.0,24.57,38.73,1.86,2.03,94.86,74.25,High,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11622,2017-08-14,Hawaii_OahuFore_24,Pacific,21.30824,-157.70478,Fore Reef,11.3,28.81,1.95,13.01,8.035,3.17,0.43,1525.0,24.99,37.3,1.88,2.06,92.94,70.52,High,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11623,2017-08-19,Hawaii_OahuFore_24,Pacific,21.31363,-157.69807,Fore Reef,10.92,28.49,1.76,1.38,8.048,3.35,0.17,1474.1,34.96,20.69,2.23,2.53,9.02,9.95,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
11624,2017-08-27,Hawaii_OahuFore_24,Pacific,21.28613,-157.68619,Fore Reef,11.38,28.01,1.5,0.38,8.052,3.34,1.18,1503.6,35.12,37.6,2.28,2.61,6.32,0.0,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11625,2017-09-15,Hawaii_OahuFore_24,Pacific,21.30625,-157.68662,Fore Reef,10.84,26.85,0.91,0.0,8.061,3.4,0.22,1306.5,35.91,34.71,2.28,2.61,4.53,0.63,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11626,2017-09-20,Hawaii_OahuFore_24,Pacific,21.30305,-157.69747,Fore Reef,11.31,27.68,1.89,0.17,8.038,3.23,0.9,1114.5,35.14,24.98,2.25,2.56,8.6,5.93,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11627,2017-09-24,Hawaii_OahuFore_24,Pacific,21.30368,-157.69526,Fore Reef,11.41,27.01,1.35,0.0,8.04,3.4,1.15,1159.8,32.22,36.4,2.17,2.46,6.56,18.91,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11628,2017-09-26,Hawaii_OahuFore_24,Pacific,21.29386,-157.6956,Fore Reef,11.26,26.95,1.35,0.0,8.05,3.49,1.99,1073.4,32.37,46.84,2.22,2.53,8.47,10.61,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
11629,2017-10-05,Hawaii_OahuFore_24,Pacific,21.31314,-157.68706,Fore Reef,11.61,26.16,0.83,0.0,8.071,3.56,1.1,1093.0,37.19,31.85,2.28,2.61,6.38,0.0,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11630,2017-10-10,Hawaii_OahuFore_24,Pacific,21.30042,-157.6917,Fore Reef,10.76,25.25,0.07,0.0,8.054,3.52,0.22,1163.9,36.37,25.82,2.27,2.6,5.1,1.62,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11631,2017-10-12,Hawaii_OahuFore_24,Pacific,21.28856,-157.69402,Fore Reef,10.97,24.47,-0.66,0.0,8.078,3.67,0.28,1131.5,35.46,26.09,2.2,2.5,7.56,14.24,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11632,2017-10-18,Hawaii_OahuFore_24,Pacific,21.30559,-157.70829,Fore Reef,11.24,25.31,0.35,0.0,8.057,3.49,0.2,1110.8,35.45,23.08,2.28,2.6,0.0,0.91,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11633,2017-10-21,Hawaii_OahuFore_24,Pacific,21.3002,-157.70933,Fore Reef,11.3,24.83,-0.04,0.0,8.061,3.6,0.51,1034.8,33.49,28.82,2.25,2.56,9.17,6.23,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
11634,2017-10-24,Hawaii_OahuFore_24,Pacific,21.31069,-157.70797,Fore Reef,11.68,24.5,-0.3,0.0,8.088,3.79,0.26,1041.6,35.49,22.86,2.28,2.61,2.87,0.0,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11635,2017-11-02,Hawaii_OahuFore_24,Pacific,21.29887,-157.68893,Fore Reef,10.88,24.68,0.1,0.0,8.037,3.46,0.55,1037.7,32.71,25.08,2.22,2.53,8.05,10.69,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11636,2017-11-10,Hawaii_OahuFore_24,Pacific,21.31192,-157.69385,Fore Reef,10.9,24.41,-0.0,0.0,8.088,3.82,1.3,947.7,37.18,21.14,2.26,2.57,4.26,4.51,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11637,2017-11-16,Hawaii_OahuFore_24,Pacific,21.30035,-157.70505,Fore Reef,11.34,23.99,-0.31,0.0,8.078,3.74,0.25,914.6,33.97,37.63,2.26,2.57,4.74,4.64,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
11638,2017-12-13,Hawaii_OahuFore_24,Pacific,21.29408,-157.69912,Fore Reef,11.31,23.95,-0.06,0.0,8.079,3.8,0.51,975.6,35.73,25.85,2.24,2.56,8.92,6.82,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11639,2017-12-16,Hawaii_OahuFore_24,Pacific,21.29291,-157.71262,Fore Reef,11.54,23.99,-0.01,0.0,8.11,3.97,0.26,1020.2,36.92,26.16,2.28,2.61,3.16,0.0,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
11640,2017-12-27,Hawaii_OahuFore_24,Pacific,21.29983,-157.69985,Fore Reef,11.48,23.66,-0.35,0.0,8.088,3.92,1.28,944.6,35.9,22.05,2.23,2.54,8.28,8.83,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
