Record_ID,Date,Station_Name,Depth_m,pH_total,Aragonite_Saturation_Omega,Shannon_Diversity_H,Bleaching_Severity_Pct,Scientific_Attribution
10960,2024-03-16,RedSea_Shallow_22,4.26,8.101,3.77,2.96,4.87,Resultado obtenido mediante prototipo computacional del gemelo digital
10961,2024-03-22,RedSea_Shallow_22,3.87,8.11,3.8,2.97,4.02,Resultado obtenido mediante prototipo computacional del gemelo digital
10962,2024-03-28,RedSea_Shallow_22,4.37,8.087,3.69,2.99,8.12,Resultado obtenido mediante prototipo computacional del gemelo digital
10963,2024-04-02,RedSea_Shallow_22,3.72,8.098,3.6,2.97,7.23,Resultado obtenido mediante prototipo computacional del gemelo digital
10964,2024-04-06,RedSea_Shallow_22,4.29,8.094,3.63,2.98,6.15,Resultado obtenido mediante prototipo computacional del gemelo digital
10965,2024-04-07,RedSea_Shallow_22,3.74,8.144,4.06,3.01,8.23,Resultado obtenido mediante prototipo computacional del gemelo digital
10966,2024-04-10,RedSea_Shallow_22,4.27,8.12,3.85,2.96,6.54,Resultado obtenido mediante prototipo computacional del gemelo digital
10967,2024-04-20,RedSea_Shallow_22,3.51,8.091,3.69,2.97,8.31,Resultado obtenido mediante prototipo computacional del gemelo digital
10968,2024-04-22,RedSea_Shallow_22,4.09,8.074,3.46,2.97,12.79,Resultado obtenido mediante prototipo computacional del gemelo digital
10969,2024-05-12,RedSea_Shallow_22,4.1,8.108,3.74,2.95,8.75,Resultado obtenido mediante prototipo computacional del gemelo digital
10970,2024-05-17,RedSea_Shallow_22,3.98,8.118,3.81,2.93,11.15,Resultado obtenido mediante prototipo computacional del gemelo digital
10971,2024-05-20,RedSea_Shallow_22,3.98,8.107,3.77,2.95,7.3,Resultado obtenido mediante prototipo computacional del gemelo digital
10972,2024-05-28,RedSea_Shallow_22,3.74,8.11,3.72,2.96,8.71,Resultado obtenido mediante prototipo computacional del gemelo digital
10973,2024-05-29,RedSea_Shallow_22,3.86,8.088,3.59,2.92,10.47,Resultado obtenido mediante prototipo computacional del gemelo digital
10974,2024-06-09,RedSea_Shallow_22,3.72,8.08,3.58,2.98,11.24,Resultado obtenido mediante prototipo computacional del gemelo digital
10975,2024-06-13,RedSea_Shallow_22,4.34,8.138,4.0,2.95,5.15,Resultado obtenido mediante prototipo computacional del gemelo digital
10976,2024-07-07,RedSea_Shallow_22,3.81,8.085,3.56,2.95,8.31,Resultado obtenido mediante prototipo computacional del gemelo digital
10977,2024-07-24,RedSea_Shallow_22,3.79,8.11,3.65,2.46,84.53,Resultado obtenido mediante prototipo computacional del gemelo digital
10978,2024-07-27,RedSea_Shallow_22,3.82,8.101,3.62,2.34,95.94,Resultado obtenido mediante prototipo computacional del gemelo digital
10979,2024-08-02,RedSea_Shallow_22,3.86,8.068,3.35,2.31,100.0,Resultado obtenido mediante prototipo computacional del gemelo digital
10980,2024-08-07,RedSea_Shallow_22,4.07,8.033,3.14,2.33,100.0,Resultado obtenido mediante prototipo computacional del gemelo digital
10981,2024-08-08,RedSea_Shallow_22,4.26,8.099,3.56,2.33,99.63,Resultado obtenido mediante prototipo computacional del gemelo digital
10982,2024-08-16,RedSea_Shallow_22,3.89,8.071,3.43,2.37,100.0,Resultado obtenido mediante prototipo computacional del gemelo digital
10983,2024-08-17,RedSea_Shallow_22,4.18,8.08,3.41,2.4,100.0,Resultado obtenido mediante prototipo computacional del gemelo digital
10984,2024-08-19,RedSea_Shallow_22,3.86,8.098,3.59,2.98,6.75,Resultado obtenido mediante prototipo computacional del gemelo digital
10985,2024-09-02,RedSea_Shallow_22,4.16,8.067,3.32,2.32,99.87,Resultado obtenido mediante prototipo computacional del gemelo digital
10986,2024-09-04,RedSea_Shallow_22,4.12,8.111,3.73,2.95,8.04,Resultado obtenido mediante prototipo computacional del gemelo digital
10987,2024-09-06,RedSea_Shallow_22,4.2,8.092,3.55,2.4,82.14,Resultado obtenido mediante prototipo computacional del gemelo digital
10988,2024-09-22,RedSea_Shallow_22,3.99,8.094,3.67,2.99,11.84,Resultado obtenido mediante prototipo computacional del gemelo digital
10989,2024-09-28,RedSea_Shallow_22,4.1,8.1,3.6,3.03,2.58,Resultado obtenido mediante prototipo computacional del gemelo digital
10990,2024-10-11,RedSea_Shallow_22,4.17,8.099,3.64,3.03,4.27,Resultado obtenido mediante prototipo computacional del gemelo digital
10991,2024-10-22,RedSea_Shallow_22,4.02,8.14,4.11,3.03,2.23,Resultado obtenido mediante prototipo computacional del gemelo digital
10992,2024-10-23,RedSea_Shallow_22,3.98,8.144,4.1,3.03,0.0,Resultado obtenido mediante prototipo computacional del gemelo digital
10993,2024-10-26,RedSea_Shallow_22,4.36,8.112,3.86,2.98,4.56,Resultado obtenido mediante prototipo computacional del gemelo digital
10994,2024-10-31,RedSea_Shallow_22,4.16,8.099,3.77,2.98,3.22,Resultado obtenido mediante prototipo computacional del gemelo digital
10995,2024-11-06,RedSea_Shallow_22,4.32,8.126,4.0,2.95,4.53,Resultado obtenido mediante prototipo computacional del gemelo digital
10996,2024-11-20,RedSea_Shallow_22,4.27,8.089,3.71,3.01,1.52,Resultado obtenido mediante prototipo computacional del gemelo digital
10997,2024-12-04,RedSea_Shallow_22,3.81,8.089,3.81,2.99,6.28,Resultado obtenido mediante prototipo computacional del gemelo digital
10998,2024-12-10,RedSea_Shallow_22,4.26,8.158,4.28,3.03,9.74,Resultado obtenido mediante prototipo computacional del gemelo digital
10999,2024-12-16,RedSea_Shallow_22,3.56,8.148,4.32,3.02,6.77,Resultado obtenido mediante prototipo computacional del gemelo digital
11000,2024-12-25,RedSea_Shallow_22,4.15,8.145,4.32,3.02,4.71,Resultado obtenido mediante prototipo computacional del gemelo digital
11001,2015-01-12,Hawaii_Kaneohe_23,3.9,8.093,3.86,2.2,0.0,Resultado obtenido mediante prototipo computacional del gemelo digital
11002,2015-01-17,Hawaii_Kaneohe_23,3.35,8.077,3.82,2.17,9.56,Resultado obtenido mediante prototipo computacional del gemelo digital
11003,2015-01-20,Hawaii_Kaneohe_23,3.35,8.104,3.91,2.16,3.67,Resultado obtenido mediante prototipo computacional del gemelo digital
11004,2015-01-24,Hawaii_Kaneohe_23,3.95,8.135,4.12,2.21,0.82,Resultado obtenido mediante prototipo computacional del gemelo digital
11005,2015-01-29,Hawaii_Kaneohe_23,3.58,8.097,3.86,2.13,10.93,Resultado obtenido mediante prototipo computacional del gemelo digital
11006,2015-02-05,Hawaii_Kaneohe_23,3.15,8.079,3.67,2.21,1.97,Resultado obtenido mediante prototipo computacional del gemelo digital
11007,2015-02-08,Hawaii_Kaneohe_23,3.23,8.095,3.84,2.14,9.27,Resultado obtenido mediante prototipo computacional del gemelo digital
11008,2015-02-09,Hawaii_Kaneohe_23,3.48,8.066,3.62,2.19,5.2,Resultado obtenido mediante prototipo computacional del gemelo digital
11009,2015-02-19,Hawaii_Kaneohe_23,3.05,8.077,3.65,2.18,2.93,Resultado obtenido mediante prototipo computacional del gemelo digital
11010,2015-02-27,Hawaii_Kaneohe_23,3.04,8.047,3.47,2.21,3.87,Resultado obtenido mediante prototipo computacional del gemelo digital
11011,2015-03-09,Hawaii_Kaneohe_23,3.48,8.08,3.75,2.21,0.95,Resultado obtenido mediante prototipo computacional del gemelo digital
11012,2015-03-10,Hawaii_Kaneohe_23,3.32,8.059,3.51,2.19,2.06,Resultado obtenido mediante prototipo computacional del gemelo digital
11013,2015-03-19,Hawaii_Kaneohe_23,3.9,8.038,3.26,2.14,7.3,Resultado obtenido mediante prototipo computacional del gemelo digital
11014,2015-03-22,Hawaii_Kaneohe_23,3.01,8.067,3.57,2.2,1.86,Resultado obtenido mediante prototipo computacional del gemelo digital
11015,2015-03-23,Hawaii_Kaneohe_23,3.87,8.048,3.45,2.21,7.09,Resultado obtenido mediante prototipo computacional del gemelo digital
11016,2015-03-26,Hawaii_Kaneohe_23,3.72,8.088,3.7,2.21,5.85,Resultado obtenido mediante prototipo computacional del gemelo digital
11017,2015-03-29,Hawaii_Kaneohe_23,3.94,8.064,3.48,2.18,2.65,Resultado obtenido mediante prototipo computacional del gemelo digital
11018,2015-03-31,Hawaii_Kaneohe_23,3.49,8.074,3.66,2.2,4.65,Resultado obtenido mediante prototipo computacional del gemelo digital
11019,2015-04-15,Hawaii_Kaneohe_23,3.87,8.083,3.66,2.2,2.07,Resultado obtenido mediante prototipo computacional del gemelo digital
11020,2015-04-18,Hawaii_Kaneohe_23,3.23,8.014,3.16,2.14,17.75,Resultado obtenido mediante prototipo computacional del gemelo digital
11021,2015-04-23,Hawaii_Kaneohe_23,3.33,8.064,3.47,2.21,4.19,Resultado obtenido mediante prototipo computacional del gemelo digital
11022,2015-05-16,Hawaii_Kaneohe_23,3.09,8.05,3.31,2.17,5.26,Resultado obtenido mediante prototipo computacional del gemelo digital
11023,2015-05-20,Hawaii_Kaneohe_23,3.54,8.054,3.41,2.19,2.89,Resultado obtenido mediante prototipo computacional del gemelo digital
11024,2015-05-22,Hawaii_Kaneohe_23,3.33,8.057,3.39,2.2,8.25,Resultado obtenido mediante prototipo computacional del gemelo digital
11025,2015-06-23,Hawaii_Kaneohe_23,3.31,8.04,3.32,2.17,7.65,Resultado obtenido mediante prototipo computacional del gemelo digital
11026,2015-06-30,Hawaii_Kaneohe_23,3.91,8.044,3.26,2.21,1.32,Resultado obtenido mediante prototipo computacional del gemelo digital
11027,2015-07-03,Hawaii_Kaneohe_23,3.46,8.032,3.27,2.21,6.23,Resultado obtenido mediante prototipo computacional del gemelo digital
11028,2015-07-11,Hawaii_Kaneohe_23,3.45,8.065,3.46,2.2,5.79,Resultado obtenido mediante prototipo computacional del gemelo digital
11029,2015-08-03,Hawaii_Kaneohe_23,3.11,8.051,3.3,2.19,5.09,Resultado obtenido mediante prototipo computacional del gemelo digital
11030,2015-08-11,Hawaii_Kaneohe_23,3.59,8.051,3.35,2.18,6.28,Resultado obtenido mediante prototipo computacional del gemelo digital
11031,2015-08-15,Hawaii_Kaneohe_23,3.67,8.039,3.31,2.16,14.66,Resultado obtenido mediante prototipo computacional del gemelo digital
11032,2015-08-16,Hawaii_Kaneohe_23,3.59,8.059,3.47,2.21,4.84,Resultado obtenido mediante prototipo computacional del gemelo digital
11033,2015-08-22,Hawaii_Kaneohe_23,3.98,8.059,3.42,2.2,9.98,Resultado obtenido mediante prototipo computacional del gemelo digital
11034,2015-08-30,Hawaii_Kaneohe_23,3.07,8.054,3.54,2.14,12.13,Resultado obtenido mediante prototipo computacional del gemelo digital
11035,2015-09-01,Hawaii_Kaneohe_23,3.67,8.08,3.67,2.14,8.93,Resultado obtenido mediante prototipo computacional del gemelo digital
11036,2015-09-03,Hawaii_Kaneohe_23,3.03,8.086,3.66,2.21,0.0,Resultado obtenido mediante prototipo computacional del gemelo digital
11037,2015-09-09,Hawaii_Kaneohe_23,3.11,8.065,3.61,2.14,6.63,Resultado obtenido mediante prototipo computacional del gemelo digital
11038,2015-09-23,Hawaii_Kaneohe_23,3.22,8.092,3.78,2.21,6.79,Resultado obtenido mediante prototipo computacional del gemelo digital
11039,2015-10-14,Hawaii_Kaneohe_23,3.7,8.094,3.83,2.19,7.51,Resultado obtenido mediante prototipo computacional del gemelo digital
11040,2015-10-22,Hawaii_Kaneohe_23,3.46,8.052,3.59,2.21,0.0,Resultado obtenido mediante prototipo computacional del gemelo digital
11041,2015-10-30,Hawaii_Kaneohe_23,3.98,8.092,3.83,2.19,2.43,Resultado obtenido mediante prototipo computacional del gemelo digital
11042,2015-11-02,Hawaii_Kaneohe_23,3.71,8.048,3.55,2.17,1.45,Resultado obtenido mediante prototipo computacional del gemelo digital
11043,2015-11-20,Hawaii_Kaneohe_23,3.58,8.068,3.62,2.21,0.0,Resultado obtenido mediante prototipo computacional del gemelo digital
11044,2015-11-22,Hawaii_Kaneohe_23,3.44,8.096,3.84,2.21,0.0,Resultado obtenido mediante prototipo computacional del gemelo digital
11045,2015-11-27,Hawaii_Kaneohe_23,3.29,8.08,3.73,2.21,4.73,Resultado obtenido mediante prototipo computacional del gemelo digital
11046,2015-12-14,Hawaii_Kaneohe_23,3.28,8.074,3.74,2.17,10.88,Resultado obtenido mediante prototipo computacional del gemelo digital
11047,2015-12-17,Hawaii_Kaneohe_23,3.07,8.113,3.97,2.16,6.97,Resultado obtenido mediante prototipo computacional del gemelo digital
11048,2015-12-18,Hawaii_Kaneohe_23,3.73,8.07,3.68,2.21,7.65,Resultado obtenido mediante prototipo computacional del gemelo digital
11049,2015-12-25,Hawaii_Kaneohe_23,3.64,8.124,3.99,2.15,5.21,Resultado obtenido mediante prototipo computacional del gemelo digital
11050,2015-12-28,Hawaii_Kaneohe_23,3.38,8.151,4.32,2.17,7.87,Resultado obtenido mediante prototipo computacional del gemelo digital
11051,2016-01-02,Hawaii_Kaneohe_23,3.94,8.101,4.0,2.2,10.27,Resultado obtenido mediante prototipo computacional del gemelo digital
11052,2016-01-07,Hawaii_Kaneohe_23,3.0,8.09,3.74,2.19,2.84,Resultado obtenido mediante prototipo computacional del gemelo digital
11053,2016-01-12,Hawaii_Kaneohe_23,3.86,8.084,3.8,2.16,8.97,Resultado obtenido mediante prototipo computacional del gemelo digital
11054,2016-01-15,Hawaii_Kaneohe_23,3.04,8.086,3.81,2.15,5.21,Resultado obtenido mediante prototipo computacional del gemelo digital
11055,2016-01-19,Hawaii_Kaneohe_23,3.61,8.086,3.79,2.19,0.72,Resultado obtenido mediante prototipo computacional del gemelo digital
11056,2016-01-22,Hawaii_Kaneohe_23,3.54,8.099,3.84,2.17,9.94,Resultado obtenido mediante prototipo computacional del gemelo digital
11057,2016-02-06,Hawaii_Kaneohe_23,3.6,8.091,3.82,2.21,2.5,Resultado obtenido mediante prototipo computacional del gemelo digital
11058,2016-02-13,Hawaii_Kaneohe_23,3.49,8.119,4.03,2.21,7.35,Resultado obtenido mediante prototipo computacional del gemelo digital
11059,2016-02-15,Hawaii_Kaneohe_23,3.94,8.065,3.63,2.18,10.95,Resultado obtenido mediante prototipo computacional del gemelo digital
11060,2016-02-16,Hawaii_Kaneohe_23,3.29,8.058,3.52,2.2,3.24,Resultado obtenido mediante prototipo computacional del gemelo digital
11061,2016-03-01,Hawaii_Kaneohe_23,3.84,8.051,3.54,2.2,2.22,Resultado obtenido mediante prototipo computacional del gemelo digital
11062,2016-03-03,Hawaii_Kaneohe_23,3.93,8.038,3.35,2.14,3.02,Resultado obtenido mediante prototipo computacional del gemelo digital
11063,2016-03-08,Hawaii_Kaneohe_23,3.2,8.057,3.45,2.2,4.69,Resultado obtenido mediante prototipo computacional del gemelo digital
11064,2016-03-11,Hawaii_Kaneohe_23,3.61,8.055,3.5,2.19,6.21,Resultado obtenido mediante prototipo computacional del gemelo digital
11065,2016-03-16,Hawaii_Kaneohe_23,3.21,8.063,3.54,2.19,0.0,Resultado obtenido mediante prototipo computacional del gemelo digital
11066,2016-03-19,Hawaii_Kaneohe_23,3.41,8.061,3.54,2.13,9.02,Resultado obtenido mediante prototipo computacional del gemelo digital
11067,2016-03-21,Hawaii_Kaneohe_23,3.2,8.096,3.88,2.14,16.79,Resultado obtenido mediante prototipo computacional del gemelo digital
11068,2016-04-01,Hawaii_Kaneohe_23,3.08,8.097,3.71,2.21,6.61,Resultado obtenido mediante prototipo computacional del gemelo digital
11069,2016-04-05,Hawaii_Kaneohe_23,3.37,8.057,3.48,2.15,11.51,Resultado obtenido mediante prototipo computacional del gemelo digital
11070,2016-04-11,Hawaii_Kaneohe_23,3.77,8.041,3.25,2.21,7.14,Resultado obtenido mediante prototipo computacional del gemelo digital
11071,2016-04-13,Hawaii_Kaneohe_23,3.1,8.095,3.73,2.21,3.25,Resultado obtenido mediante prototipo computacional del gemelo digital
11072,2016-04-17,Hawaii_Kaneohe_23,3.1,8.095,3.78,2.21,10.49,Resultado obtenido mediante prototipo computacional del gemelo digital
11073,2016-05-01,Hawaii_Kaneohe_23,3.37,8.06,3.47,2.19,9.2,Resultado obtenido mediante prototipo computacional del gemelo digital
11074,2016-05-13,Hawaii_Kaneohe_23,3.03,8.046,3.37,2.21,6.2,Resultado obtenido mediante prototipo computacional del gemelo digital
11075,2016-06-01,Hawaii_Kaneohe_23,3.99,8.088,3.58,2.18,6.13,Resultado obtenido mediante prototipo computacional del gemelo digital
11076,2016-06-18,Hawaii_Kaneohe_23,3.18,8.055,3.33,2.17,10.79,Resultado obtenido mediante prototipo computacional del gemelo digital
11077,2016-06-21,Hawaii_Kaneohe_23,3.54,8.008,3.1,2.14,12.07,Resultado obtenido mediante prototipo computacional del gemelo digital
11078,2016-06-27,Hawaii_Kaneohe_23,3.25,8.044,3.32,2.14,12.24,Resultado obtenido mediante prototipo computacional del gemelo digital
11079,2016-06-29,Hawaii_Kaneohe_23,3.08,8.027,3.3,2.19,10.48,Resultado obtenido mediante prototipo computacional del gemelo digital
11080,2016-07-10,Hawaii_Kaneohe_23,3.73,8.047,3.29,2.21,5.63,Resultado obtenido mediante prototipo computacional del gemelo digital
11081,2016-07-18,Hawaii_Kaneohe_23,3.19,7.973,2.82,1.65,95.24,Resultado obtenido mediante prototipo computacional del gemelo digital
11082,2016-08-05,Hawaii_Kaneohe_23,3.07,8.025,3.14,1.75,95.15,Resultado obtenido mediante prototipo computacional del gemelo digital
11083,2016-08-10,Hawaii_Kaneohe_23,3.77,7.99,2.99,1.78,85.47,Resultado obtenido mediante prototipo computacional del gemelo digital
11084,2016-08-12,Hawaii_Kaneohe_23,3.37,8.023,3.11,2.21,0.66,Resultado obtenido mediante prototipo computacional del gemelo digital
11085,2016-08-15,Hawaii_Kaneohe_23,3.49,8.025,3.16,1.71,100.0,Resultado obtenido mediante prototipo computacional del gemelo digital
11086,2016-08-27,Hawaii_Kaneohe_23,3.42,8.032,3.18,1.7,100.0,Resultado obtenido mediante prototipo computacional del gemelo digital
11087,2016-08-30,Hawaii_Kaneohe_23,3.46,8.013,3.08,1.81,82.31,Resultado obtenido mediante prototipo computacional del gemelo digital
11088,2016-08-31,Hawaii_Kaneohe_23,3.16,8.048,3.27,1.66,98.46,Resultado obtenido mediante prototipo computacional del gemelo digital
11089,2016-09-06,Hawaii_Kaneohe_23,3.98,8.033,3.18,2.21,0.45,Resultado obtenido mediante prototipo computacional del gemelo digital
11090,2016-09-22,Hawaii_Kaneohe_23,3.0,8.024,3.15,1.76,80.04,Resultado obtenido mediante prototipo computacional del gemelo digital
11091,2016-09-23,Hawaii_Kaneohe_23,3.93,8.037,3.17,2.21,10.68,Resultado obtenido mediante prototipo computacional del gemelo digital
11092,2016-09-25,Hawaii_Kaneohe_23,3.69,8.062,3.47,2.21,12.61,Resultado obtenido mediante prototipo computacional del gemelo digital
11093,2016-10-01,Hawaii_Kaneohe_23,3.32,8.083,3.64,2.21,11.72,Resultado obtenido mediante prototipo computacional del gemelo digital
11094,2016-10-29,Hawaii_Kaneohe_23,3.23,8.082,3.77,2.19,3.81,Resultado obtenido mediante prototipo computacional del gemelo digital
11095,2016-11-03,Hawaii_Kaneohe_23,3.82,8.095,3.84,2.2,7.48,Resultado obtenido mediante prototipo computacional del gemelo digital
11096,2016-11-05,Hawaii_Kaneohe_23,3.31,8.074,3.78,2.17,14.68,Resultado obtenido mediante prototipo computacional del gemelo digital
11097,2016-11-13,Hawaii_Kaneohe_23,3.96,8.102,3.94,2.21,1.51,Resultado obtenido mediante prototipo computacional del gemelo digital
11098,2016-11-24,Hawaii_Kaneohe_23,3.09,8.083,3.8,2.21,2.76,Resultado obtenido mediante prototipo computacional del gemelo digital
11099,2016-12-06,Hawaii_Kaneohe_23,3.66,8.055,3.6,2.17,4.58,Resultado obtenido mediante prototipo computacional del gemelo digital
11100,2016-12-18,Hawaii_Kaneohe_23,3.8,8.075,3.74,2.21,3.28,Resultado obtenido mediante prototipo computacional del gemelo digital
11101,2017-01-20,Hawaii_Kaneohe_23,3.6,8.077,3.74,2.21,4.19,Resultado obtenido mediante prototipo computacional del gemelo digital
11102,2017-01-24,Hawaii_Kaneohe_23,3.59,8.071,3.69,2.2,2.47,Resultado obtenido mediante prototipo computacional del gemelo digital
11103,2017-01-26,Hawaii_Kaneohe_23,3.39,8.085,3.78,2.17,4.93,Resultado obtenido mediante prototipo computacional del gemelo digital
11104,2017-01-28,Hawaii_Kaneohe_23,3.31,8.045,3.49,2.19,3.44,Resultado obtenido mediante prototipo computacional del gemelo digital
11105,2017-01-31,Hawaii_Kaneohe_23,3.52,8.083,3.66,2.2,5.67,Resultado obtenido mediante prototipo computacional del gemelo digital
11106,2017-02-02,Hawaii_Kaneohe_23,3.21,8.068,3.7,2.21,3.19,Resultado obtenido mediante prototipo computacional del gemelo digital
11107,2017-02-07,Hawaii_Kaneohe_23,3.84,8.048,3.43,2.18,7.8,Resultado obtenido mediante prototipo computacional del gemelo digital
11108,2017-03-02,Hawaii_Kaneohe_23,3.74,8.086,3.78,2.19,8.09,Resultado obtenido mediante prototipo computacional del gemelo digital
11109,2017-03-05,Hawaii_Kaneohe_23,3.51,8.068,3.58,2.14,8.1,Resultado obtenido mediante prototipo computacional del gemelo digital
11110,2017-03-14,Hawaii_Kaneohe_23,3.61,8.08,3.63,2.21,2.61,Resultado obtenido mediante prototipo computacional del gemelo digital
11111,2017-03-24,Hawaii_Kaneohe_23,3.08,8.071,3.65,2.19,9.58,Resultado obtenido mediante prototipo computacional del gemelo digital
11112,2017-03-27,Hawaii_Kaneohe_23,3.46,8.062,3.53,2.18,5.31,Resultado obtenido mediante prototipo computacional del gemelo digital
11113,2017-03-29,Hawaii_Kaneohe_23,3.96,8.052,3.47,2.15,7.51,Resultado obtenido mediante prototipo computacional del gemelo digital
11114,2017-03-30,Hawaii_Kaneohe_23,3.13,8.089,3.72,2.18,4.73,Resultado obtenido mediante prototipo computacional del gemelo digital
11115,2017-05-13,Hawaii_Kaneohe_23,3.37,8.025,3.16,2.16,5.17,Resultado obtenido mediante prototipo computacional del gemelo digital
11116,2017-05-17,Hawaii_Kaneohe_23,3.28,8.057,3.44,2.14,4.31,Resultado obtenido mediante prototipo computacional del gemelo digital
11117,2017-05-31,Hawaii_Kaneohe_23,3.28,8.049,3.35,2.17,6.54,Resultado obtenido mediante prototipo computacional del gemelo digital
11118,2017-06-13,Hawaii_Kaneohe_23,3.93,8.06,3.48,2.19,6.1,Resultado obtenido mediante prototipo computacional del gemelo digital
11119,2017-06-14,Hawaii_Kaneohe_23,3.62,8.018,3.2,2.13,11.23,Resultado obtenido mediante prototipo computacional del gemelo digital
11120,2017-06-20,Hawaii_Kaneohe_23,3.69,8.035,3.16,2.16,8.17,Resultado obtenido mediante prototipo computacional del gemelo digital
11121,2017-07-28,Hawaii_Kaneohe_23,3.02,8.039,3.3,2.17,6.03,Resultado obtenido mediante prototipo computacional del gemelo digital
11122,2017-08-08,Hawaii_Kaneohe_23,3.08,8.022,3.15,1.71,82.61,Resultado obtenido mediante prototipo computacional del gemelo digital
11123,2017-08-11,Hawaii_Kaneohe_23,3.62,8.044,3.22,2.15,5.72,Resultado obtenido mediante prototipo computacional del gemelo digital
11124,2017-08-13,Hawaii_Kaneohe_23,3.18,8.051,3.37,2.15,5.26,Resultado obtenido mediante prototipo computacional del gemelo digital
11125,2017-08-18,Hawaii_Kaneohe_23,3.73,8.055,3.43,2.13,13.12,Resultado obtenido mediante prototipo computacional del gemelo digital
11126,2017-08-24,Hawaii_Kaneohe_23,3.63,8.054,3.37,1.69,92.82,Resultado obtenido mediante prototipo computacional del gemelo digital
11127,2017-08-26,Hawaii_Kaneohe_23,3.76,8.033,3.26,1.73,95.37,Resultado obtenido mediante prototipo computacional del gemelo digital
11128,2017-08-31,Hawaii_Kaneohe_23,3.86,8.068,3.44,2.21,0.0,Resultado obtenido mediante prototipo computacional del gemelo digital
11129,2017-09-05,Hawaii_Kaneohe_23,3.89,8.08,3.69,2.18,1.92,Resultado obtenido mediante prototipo computacional del gemelo digital
11130,2017-09-15,Hawaii_Kaneohe_23,3.03,8.065,3.46,2.18,7.27,Resultado obtenido mediante prototipo computacional del gemelo digital
11131,2017-09-17,Hawaii_Kaneohe_23,3.32,8.09,3.69,2.19,5.35,Resultado obtenido mediante prototipo computacional del gemelo digital
11132,2017-09-24,Hawaii_Kaneohe_23,3.08,8.059,3.45,2.17,7.89,Resultado obtenido mediante prototipo computacional del gemelo digital
11133,2017-09-26,Hawaii_Kaneohe_23,3.45,8.013,3.21,2.2,5.86,Resultado obtenido mediante prototipo computacional del gemelo digital
11134,2017-09-27,Hawaii_Kaneohe_23,3.55,8.036,3.2,2.21,2.95,Resultado obtenido mediante prototipo computacional del gemelo digital
11135,2017-09-29,Hawaii_Kaneohe_23,3.68,8.1,3.88,2.21,3.83,Resultado obtenido mediante prototipo computacional del gemelo digital
11136,2017-10-08,Hawaii_Kaneohe_23,3.7,8.07,3.52,2.12,8.51,Resultado obtenido mediante prototipo computacional del gemelo digital
11137,2017-10-11,Hawaii_Kaneohe_23,3.28,8.096,3.77,2.21,3.86,Resultado obtenido mediante prototipo computacional del gemelo digital
11138,2017-10-12,Hawaii_Kaneohe_23,3.82,8.09,3.74,2.16,10.89,Resultado obtenido mediante prototipo computacional del gemelo digital
11139,2017-10-17,Hawaii_Kaneohe_23,3.66,8.071,3.7,2.21,0.7,Resultado obtenido mediante prototipo computacional del gemelo digital
11140,2017-10-29,Hawaii_Kaneohe_23,3.01,8.049,3.46,2.17,7.64,Resultado obtenido mediante prototipo computacional del gemelo digital
11141,2017-11-18,Hawaii_Kaneohe_23,3.85,8.079,3.69,2.17,6.44,Resultado obtenido mediante prototipo computacional del gemelo digital
11142,2017-11-28,Hawaii_Kaneohe_23,3.86,8.101,3.85,2.17,3.94,Resultado obtenido mediante prototipo computacional del gemelo digital
11143,2017-11-29,Hawaii_Kaneohe_23,3.12,8.084,3.75,2.15,9.31,Resultado obtenido mediante prototipo computacional del gemelo digital
11144,2017-12-04,Hawaii_Kaneohe_23,3.54,8.036,3.41,2.17,3.46,Resultado obtenido mediante prototipo computacional del gemelo digital
11145,2017-12-14,Hawaii_Kaneohe_23,3.81,8.064,3.62,2.21,0.48,Resultado obtenido mediante prototipo computacional del gemelo digital
11146,2017-12-15,Hawaii_Kaneohe_23,3.17,8.064,3.6,2.21,0.0,Resultado obtenido mediante prototipo computacional del gemelo digital
11147,2017-12-30,Hawaii_Kaneohe_23,3.22,8.109,4.02,2.19,4.12,Resultado obtenido mediante prototipo computacional del gemelo digital
11148,2018-01-18,Hawaii_Kaneohe_23,3.91,8.041,3.41,2.21,5.81,Resultado obtenido mediante prototipo computacional del gemelo digital
11149,2018-01-20,Hawaii_Kaneohe_23,3.27,8.085,3.79,2.15,5.19,Resultado obtenido mediante prototipo computacional del gemelo digital
11150,2018-01-24,Hawaii_Kaneohe_23,3.16,8.072,3.7,2.16,7.9,Resultado obtenido mediante prototipo computacional del gemelo digital
11151,2018-02-01,Hawaii_Kaneohe_23,3.34,8.063,3.62,2.19,7.57,Resultado obtenido mediante prototipo computacional del gemelo digital
11152,2018-02-09,Hawaii_Kaneohe_23,3.74,8.067,3.62,2.17,7.36,Resultado obtenido mediante prototipo computacional del gemelo digital
11153,2018-02-12,Hawaii_Kaneohe_23,3.79,8.063,3.67,2.18,7.09,Resultado obtenido mediante prototipo computacional del gemelo digital
11154,2018-02-14,Hawaii_Kaneohe_23,3.68,8.065,3.56,2.2,1.18,Resultado obtenido mediante prototipo computacional del gemelo digital
11155,2018-03-12,Hawaii_Kaneohe_23,3.66,8.037,3.46,2.13,11.22,Resultado obtenido mediante prototipo computacional del gemelo digital
11156,2018-04-23,Hawaii_Kaneohe_23,3.69,8.094,3.7,2.14,8.96,Resultado obtenido mediante prototipo computacional del gemelo digital
