Record_ID,Date,Latitude,Longitude,Turbidity_NTU,PAR_umol_m2_s,B2_Blue_Reflectance,B3_Green_Reflectance,B4_Red_Reflectance,B8_NIR_Reflectance,Kd_490_m_inv,Scientific_Attribution
10687,2018-09-24,27.19609,33.85294,0.36,1270.3,0.0472,0.0555,0.0191,0.0038,0.051,Resultado obtenido mediante prototipo computacional del gemelo digital
10688,2018-09-25,27.19388,33.8578,0.17,1178.1,0.0493,0.0697,0.0245,0.0036,0.043,Resultado obtenido mediante prototipo computacional del gemelo digital
10689,2018-09-28,27.21003,33.86313,0.75,1202.2,0.0449,0.0545,0.0175,0.0039,0.069,Resultado obtenido mediante prototipo computacional del gemelo digital
10690,2018-09-29,27.20302,33.86175,0.62,1057.7,0.041,0.0626,0.0203,0.0028,0.063,Resultado obtenido mediante prototipo computacional del gemelo digital
10691,2018-10-14,27.19715,33.84971,0.26,1109.4,0.0408,0.0542,0.025,0.0026,0.047,Resultado obtenido mediante prototipo computacional del gemelo digital
10692,2018-10-16,27.21217,33.84087,0.55,1049.0,0.0411,0.0645,0.0238,0.0025,0.06,Resultado obtenido mediante prototipo computacional del gemelo digital
10693,2018-10-17,27.18539,33.83613,0.7,1039.3,0.0404,0.0628,0.0197,0.0035,0.066,Resultado obtenido mediante prototipo computacional del gemelo digital
10694,2018-10-20,27.19869,33.84709,0.74,1022.6,0.0496,0.0662,0.0177,0.0024,0.068,Resultado obtenido mediante prototipo computacional del gemelo digital
10695,2018-10-21,27.21429,33.84891,0.13,1058.8,0.0429,0.065,0.0176,0.0032,0.041,Resultado obtenido mediante prototipo computacional del gemelo digital
10696,2018-10-26,27.19761,33.84118,0.15,1066.3,0.0424,0.066,0.0232,0.0038,0.042,Resultado obtenido mediante prototipo computacional del gemelo digital
10697,2018-11-04,27.19611,33.84926,0.78,1000.6,0.0415,0.0622,0.0193,0.0034,0.07,Resultado obtenido mediante prototipo computacional del gemelo digital
10698,2018-11-15,27.21448,33.85957,0.14,864.9,0.0419,0.0544,0.0182,0.0026,0.041,Resultado obtenido mediante prototipo computacional del gemelo digital
10699,2018-11-21,27.19982,33.84525,0.99,1072.3,0.0473,0.0586,0.0185,0.0039,0.08,Resultado obtenido mediante prototipo computacional del gemelo digital
10700,2018-11-24,27.19262,33.83676,0.12,996.1,0.0425,0.0666,0.0221,0.0036,0.04,Resultado obtenido mediante prototipo computacional del gemelo digital
10701,2018-12-02,27.19275,33.86461,0.45,1009.2,0.0416,0.0588,0.0196,0.0022,0.055,Resultado obtenido mediante prototipo computacional del gemelo digital
10702,2018-12-04,27.19943,33.8421,0.76,1058.4,0.0489,0.0541,0.0205,0.0021,0.069,Resultado obtenido mediante prototipo computacional del gemelo digital
10703,2018-12-14,27.20929,33.83975,0.53,981.7,0.0433,0.0603,0.0211,0.0038,0.059,Resultado obtenido mediante prototipo computacional del gemelo digital
10704,2018-12-19,27.21339,33.8604,0.12,1028.4,0.0415,0.0609,0.0207,0.0038,0.04,Resultado obtenido mediante prototipo computacional del gemelo digital
10705,2018-12-26,27.18766,33.85684,0.3,1076.9,0.0497,0.0591,0.0189,0.0023,0.048,Resultado obtenido mediante prototipo computacional del gemelo digital
10706,2019-01-07,27.1912,33.83748,0.73,1053.4,0.0462,0.0659,0.0187,0.0032,0.068,Resultado obtenido mediante prototipo computacional del gemelo digital
10707,2019-01-20,27.20209,33.8567,0.32,1167.1,0.045,0.0605,0.0244,0.0038,0.049,Resultado obtenido mediante prototipo computacional del gemelo digital
10708,2019-01-31,27.20088,33.85783,0.27,1159.7,0.0467,0.058,0.0172,0.0021,0.047,Resultado obtenido mediante prototipo computacional del gemelo digital
10709,2019-02-02,27.21077,33.83875,1.04,1168.1,0.0436,0.0647,0.0247,0.0032,0.082,Resultado obtenido mediante prototipo computacional del gemelo digital
10710,2019-02-09,27.19127,33.85769,0.26,1247.6,0.048,0.0612,0.0206,0.0024,0.047,Resultado obtenido mediante prototipo computacional del gemelo digital
10711,2019-02-11,27.2096,33.84308,0.57,1360.4,0.0449,0.0643,0.0212,0.0031,0.061,Resultado obtenido mediante prototipo computacional del gemelo digital
10712,2019-02-15,27.20048,33.86425,0.26,1317.2,0.0416,0.0628,0.0229,0.0024,0.047,Resultado obtenido mediante prototipo computacional del gemelo digital
10713,2019-02-17,27.18718,33.8508,0.84,1350.2,0.0481,0.0662,0.0206,0.0025,0.073,Resultado obtenido mediante prototipo computacional del gemelo digital
10714,2019-02-20,27.20736,33.84745,0.49,1383.3,0.0434,0.0607,0.0249,0.0025,0.057,Resultado obtenido mediante prototipo computacional del gemelo digital
10715,2019-02-27,27.20672,33.84453,0.87,1429.5,0.0462,0.0629,0.0192,0.0034,0.074,Resultado obtenido mediante prototipo computacional del gemelo digital
10716,2019-04-12,27.21252,33.85315,0.53,1794.7,0.0435,0.0553,0.0202,0.0025,0.059,Resultado obtenido mediante prototipo computacional del gemelo digital
10717,2019-04-17,27.20338,33.86026,1.88,1666.6,0.043,0.0665,0.0226,0.0037,0.12,Resultado obtenido mediante prototipo computacional del gemelo digital
10718,2019-04-26,27.19648,33.84715,1.12,1800.8,0.04,0.0685,0.0229,0.0032,0.085,Resultado obtenido mediante prototipo computacional del gemelo digital
10719,2019-04-27,27.2118,33.85515,0.29,1843.5,0.0491,0.0686,0.0175,0.0026,0.048,Resultado obtenido mediante prototipo computacional del gemelo digital
10720,2019-05-02,27.21411,33.85997,0.53,1857.9,0.0405,0.068,0.0176,0.0036,0.059,Resultado obtenido mediante prototipo computacional del gemelo digital
10721,2019-05-07,27.20568,33.83563,0.61,1848.9,0.0472,0.0633,0.0217,0.0038,0.062,Resultado obtenido mediante prototipo computacional del gemelo digital
10722,2019-05-29,27.18739,33.85911,1.17,1844.0,0.0461,0.0685,0.018,0.0027,0.088,Resultado obtenido mediante prototipo computacional del gemelo digital
10723,2019-06-17,27.21368,33.8591,0.26,1839.5,0.0402,0.0588,0.0233,0.0036,0.047,Resultado obtenido mediante prototipo computacional del gemelo digital
10724,2019-06-18,27.19437,33.84023,0.73,1837.3,0.0471,0.0638,0.0197,0.0022,0.068,Resultado obtenido mediante prototipo computacional del gemelo digital
10725,2019-06-19,27.18513,33.85734,1.5,1798.4,0.042,0.0676,0.0218,0.0039,0.103,Resultado obtenido mediante prototipo computacional del gemelo digital
10726,2019-07-01,27.19585,33.86406,0.47,1801.3,0.0447,0.0631,0.0171,0.0034,0.056,Resultado obtenido mediante prototipo computacional del gemelo digital
10727,2019-07-05,27.19825,33.83849,0.33,1848.8,0.0461,0.0592,0.0205,0.0033,0.05,Resultado obtenido mediante prototipo computacional del gemelo digital
10728,2019-07-29,27.20196,33.84694,1.43,1588.9,0.0403,0.0663,0.0237,0.0028,0.099,Resultado obtenido mediante prototipo computacional del gemelo digital
10729,2019-08-01,27.1997,33.83679,0.47,1679.7,0.0483,0.0551,0.0184,0.0028,0.056,Resultado obtenido mediante prototipo computacional del gemelo digital
10730,2019-08-09,27.19713,33.84715,0.78,1629.0,0.0442,0.0695,0.0235,0.0035,0.07,Resultado obtenido mediante prototipo computacional del gemelo digital
10731,2019-08-16,27.21411,33.83913,1.28,1501.6,0.0413,0.0569,0.0174,0.0024,0.093,Resultado obtenido mediante prototipo computacional del gemelo digital
10732,2019-08-19,27.19224,33.86428,2.05,1418.4,0.0445,0.0614,0.0243,0.0028,0.127,Resultado obtenido mediante prototipo computacional del gemelo digital
10733,2019-09-09,27.20786,33.83519,0.89,1284.6,0.0456,0.0562,0.0201,0.0035,0.075,Resultado obtenido mediante prototipo computacional del gemelo digital
10734,2019-09-10,27.18862,33.83975,0.58,1312.5,0.0416,0.0617,0.017,0.0038,0.061,Resultado obtenido mediante prototipo computacional del gemelo digital
10735,2019-09-22,27.19915,33.83969,0.18,1259.6,0.0462,0.062,0.0191,0.0033,0.043,Resultado obtenido mediante prototipo computacional del gemelo digital
10736,2019-09-23,27.19798,33.83631,0.81,1251.5,0.046,0.0632,0.018,0.0023,0.071,Resultado obtenido mediante prototipo computacional del gemelo digital
10737,2019-09-30,27.19184,33.84216,0.82,1116.3,0.0433,0.0577,0.0232,0.0028,0.072,Resultado obtenido mediante prototipo computacional del gemelo digital
10738,2019-10-05,27.1856,33.85906,0.66,1118.5,0.0441,0.0669,0.0207,0.002,0.065,Resultado obtenido mediante prototipo computacional del gemelo digital
10739,2019-10-14,27.20778,33.8412,0.63,1229.4,0.0454,0.0568,0.0209,0.0039,0.063,Resultado obtenido mediante prototipo computacional del gemelo digital
10740,2019-10-16,27.1906,33.8486,1.12,1034.9,0.0436,0.0575,0.0249,0.0036,0.085,Resultado obtenido mediante prototipo computacional del gemelo digital
10741,2019-10-18,27.18885,33.84109,0.22,1034.0,0.0444,0.0582,0.0191,0.0023,0.045,Resultado obtenido mediante prototipo computacional del gemelo digital
10742,2019-10-23,27.19918,33.85616,0.55,1042.9,0.043,0.0694,0.0249,0.0038,0.06,Resultado obtenido mediante prototipo computacional del gemelo digital
10743,2019-11-05,27.1878,33.86439,0.46,1079.0,0.047,0.0683,0.0207,0.0037,0.056,Resultado obtenido mediante prototipo computacional del gemelo digital
10744,2019-11-14,27.20188,33.83511,0.19,944.2,0.0481,0.0578,0.0232,0.0033,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
10745,2019-12-03,27.20653,33.8391,0.52,977.0,0.0455,0.0694,0.017,0.0032,0.058,Resultado obtenido mediante prototipo computacional del gemelo digital
10746,2019-12-09,27.18598,33.84432,0.83,930.2,0.0403,0.0577,0.0198,0.0031,0.072,Resultado obtenido mediante prototipo computacional del gemelo digital
10747,2019-12-10,27.20499,33.83976,0.47,999.1,0.0413,0.0614,0.0239,0.0023,0.056,Resultado obtenido mediante prototipo computacional del gemelo digital
10748,2019-12-11,27.19663,33.83592,0.43,986.4,0.0455,0.0608,0.0204,0.0027,0.054,Resultado obtenido mediante prototipo computacional del gemelo digital
10749,2019-12-20,27.21025,33.84789,0.34,969.6,0.0471,0.0613,0.023,0.0037,0.05,Resultado obtenido mediante prototipo computacional del gemelo digital
10750,2019-12-27,27.20754,33.84681,0.19,1021.6,0.0485,0.0671,0.0249,0.0023,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
10751,2020-01-14,27.20618,33.84328,1.19,1068.3,0.0435,0.0652,0.0178,0.0023,0.089,Resultado obtenido mediante prototipo computacional del gemelo digital
10752,2020-01-25,27.20283,33.84744,0.31,1145.9,0.0416,0.056,0.0199,0.0031,0.049,Resultado obtenido mediante prototipo computacional del gemelo digital
10753,2020-02-06,27.20807,33.8417,0.53,1362.0,0.0419,0.0693,0.024,0.0035,0.059,Resultado obtenido mediante prototipo computacional del gemelo digital
10754,2020-02-14,27.1973,33.84503,0.39,1349.0,0.0478,0.0626,0.0184,0.0024,0.053,Resultado obtenido mediante prototipo computacional del gemelo digital
10755,2020-02-17,27.20996,33.83524,1.29,1265.7,0.0429,0.0583,0.0225,0.0036,0.093,Resultado obtenido mediante prototipo computacional del gemelo digital
10756,2020-02-24,27.20912,33.86336,0.15,1362.2,0.0406,0.0617,0.019,0.002,0.042,Resultado obtenido mediante prototipo computacional del gemelo digital
10757,2020-02-26,27.19633,33.85876,0.99,1335.4,0.0486,0.0668,0.0231,0.004,0.08,Resultado obtenido mediante prototipo computacional del gemelo digital
10758,2020-03-08,27.2068,33.85362,0.14,1586.3,0.0453,0.0638,0.0173,0.0039,0.041,Resultado obtenido mediante prototipo computacional del gemelo digital
10759,2020-03-12,27.1968,33.85453,0.2,1460.8,0.0499,0.068,0.0239,0.0021,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
10760,2020-03-19,27.21404,33.84801,0.9,1525.8,0.0456,0.0565,0.0239,0.0022,0.076,Resultado obtenido mediante prototipo computacional del gemelo digital
10761,2020-03-22,27.19403,33.85957,1.21,1546.6,0.0423,0.0548,0.0179,0.0029,0.089,Resultado obtenido mediante prototipo computacional del gemelo digital
10762,2020-04-05,27.20859,33.85637,0.46,1631.3,0.0479,0.0578,0.0219,0.0024,0.056,Resultado obtenido mediante prototipo computacional del gemelo digital
10763,2020-04-14,27.2044,33.8499,0.49,1749.6,0.0471,0.0579,0.0172,0.0037,0.057,Resultado obtenido mediante prototipo computacional del gemelo digital
10764,2020-04-21,27.19947,33.8385,0.67,1734.7,0.0453,0.0639,0.0234,0.0024,0.065,Resultado obtenido mediante prototipo computacional del gemelo digital
10765,2020-05-04,27.20177,33.84097,0.8,1797.3,0.0481,0.061,0.0231,0.0037,0.071,Resultado obtenido mediante prototipo computacional del gemelo digital
10766,2020-05-08,27.20388,33.8564,0.12,1829.0,0.048,0.0659,0.0213,0.0027,0.04,Resultado obtenido mediante prototipo computacional del gemelo digital
10767,2020-05-16,27.18968,33.86091,0.39,1822.9,0.0423,0.0625,0.0174,0.0038,0.053,Resultado obtenido mediante prototipo computacional del gemelo digital
10768,2020-05-18,27.19313,33.85287,0.39,1867.7,0.0466,0.0616,0.0219,0.0021,0.053,Resultado obtenido mediante prototipo computacional del gemelo digital
10769,2020-05-22,27.21143,33.85079,0.2,1858.9,0.0428,0.0611,0.0184,0.0033,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
10770,2020-05-28,27.20095,33.83798,0.26,1836.7,0.0489,0.0579,0.022,0.0023,0.047,Resultado obtenido mediante prototipo computacional del gemelo digital
10771,2020-06-06,27.19818,33.86152,0.23,1923.7,0.0409,0.0693,0.0228,0.0026,0.045,Resultado obtenido mediante prototipo computacional del gemelo digital
10772,2020-06-08,27.19247,33.86108,0.46,1939.3,0.0477,0.0543,0.0238,0.0028,0.056,Resultado obtenido mediante prototipo computacional del gemelo digital
10773,2020-06-15,27.19579,33.85424,0.63,1770.3,0.0419,0.0666,0.0201,0.0037,0.063,Resultado obtenido mediante prototipo computacional del gemelo digital
10774,2020-06-27,27.19257,33.86285,1.33,1791.5,0.043,0.056,0.024,0.0031,0.095,Resultado obtenido mediante prototipo computacional del gemelo digital
10775,2020-06-28,27.2112,33.84859,1.35,1745.5,0.0426,0.0625,0.022,0.0036,0.096,Resultado obtenido mediante prototipo computacional del gemelo digital
10776,2020-07-08,27.19206,33.8391,0.51,1830.0,0.0462,0.0602,0.0226,0.0026,0.058,Resultado obtenido mediante prototipo computacional del gemelo digital
10777,2020-07-09,27.19157,33.84206,0.14,1809.0,0.0409,0.061,0.0249,0.0021,0.041,Resultado obtenido mediante prototipo computacional del gemelo digital
10778,2020-07-11,27.18948,33.84139,0.3,1703.2,0.0424,0.0674,0.017,0.0032,0.048,Resultado obtenido mediante prototipo computacional del gemelo digital
10779,2020-07-15,27.20597,33.84362,0.97,1786.1,0.0466,0.0562,0.0221,0.0034,0.079,Resultado obtenido mediante prototipo computacional del gemelo digital
10780,2020-07-20,27.20532,33.84904,0.3,1816.3,0.0418,0.0697,0.0248,0.0027,0.048,Resultado obtenido mediante prototipo computacional del gemelo digital
10781,2020-07-30,27.19612,33.8558,0.16,1623.4,0.0415,0.0648,0.0227,0.0029,0.042,Resultado obtenido mediante prototipo computacional del gemelo digital
10782,2020-08-05,27.19787,33.8537,0.82,1579.6,0.0497,0.054,0.0171,0.003,0.072,Resultado obtenido mediante prototipo computacional del gemelo digital
10783,2020-08-06,27.2008,33.85229,0.29,1487.4,0.0497,0.0671,0.0241,0.003,0.048,Resultado obtenido mediante prototipo computacional del gemelo digital
10784,2020-08-17,27.20508,33.85209,0.44,1471.7,0.0486,0.069,0.0235,0.0033,0.055,Resultado obtenido mediante prototipo computacional del gemelo digital
10785,2020-08-28,27.195,33.84505,0.9,1472.7,0.0404,0.0562,0.0206,0.0031,0.076,Resultado obtenido mediante prototipo computacional del gemelo digital
10786,2020-09-11,27.18632,33.83737,0.59,1293.2,0.0489,0.0637,0.0239,0.003,0.062,Resultado obtenido mediante prototipo computacional del gemelo digital
10787,2020-09-16,27.19409,33.83948,0.44,1333.5,0.0471,0.0652,0.0218,0.0032,0.055,Resultado obtenido mediante prototipo computacional del gemelo digital
10788,2020-10-02,27.1934,33.84948,0.84,1158.6,0.0443,0.069,0.0205,0.0034,0.073,Resultado obtenido mediante prototipo computacional del gemelo digital
10789,2020-10-03,27.19857,33.83999,0.21,1136.7,0.0414,0.0632,0.0222,0.0039,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
10790,2020-10-08,27.19774,33.83857,0.35,1158.4,0.0406,0.0628,0.0249,0.0024,0.051,Resultado obtenido mediante prototipo computacional del gemelo digital
10791,2020-10-24,27.21239,33.83844,0.69,936.9,0.046,0.0683,0.0233,0.0028,0.066,Resultado obtenido mediante prototipo computacional del gemelo digital
10792,2020-10-26,27.19297,33.86015,0.67,964.0,0.0401,0.0541,0.0235,0.0025,0.065,Resultado obtenido mediante prototipo computacional del gemelo digital
10793,2020-10-27,27.20606,33.84134,0.6,1018.2,0.041,0.0652,0.0228,0.0025,0.062,Resultado obtenido mediante prototipo computacional del gemelo digital
10794,2020-10-28,27.20587,33.84673,0.92,1021.7,0.0456,0.0567,0.0182,0.0021,0.076,Resultado obtenido mediante prototipo computacional del gemelo digital
10795,2020-11-14,27.20747,33.83602,0.53,976.1,0.0495,0.0632,0.0235,0.0024,0.059,Resultado obtenido mediante prototipo computacional del gemelo digital
10796,2020-11-23,27.19409,33.86215,0.71,1098.0,0.0496,0.0656,0.0222,0.0032,0.067,Resultado obtenido mediante prototipo computacional del gemelo digital
10797,2020-11-28,27.19202,33.85084,0.62,906.7,0.043,0.0605,0.0232,0.0033,0.063,Resultado obtenido mediante prototipo computacional del gemelo digital
10798,2020-12-16,27.1986,33.85764,0.54,980.5,0.0422,0.0684,0.0191,0.003,0.059,Resultado obtenido mediante prototipo computacional del gemelo digital
10799,2020-12-17,27.21272,33.86461,1.3,913.2,0.0427,0.063,0.0245,0.0031,0.094,Resultado obtenido mediante prototipo computacional del gemelo digital
10800,2020-12-25,27.18685,33.85329,2.69,997.3,0.0451,0.0633,0.0223,0.0024,0.156,Resultado obtenido mediante prototipo computacional del gemelo digital
10801,2020-12-30,27.20736,33.85798,0.45,1063.4,0.0478,0.0669,0.0218,0.0037,0.055,Resultado obtenido mediante prototipo computacional del gemelo digital
10802,2021-01-31,27.21312,33.8618,0.63,1320.0,0.0416,0.0572,0.0217,0.0023,0.063,Resultado obtenido mediante prototipo computacional del gemelo digital
10803,2021-02-03,27.20536,33.84918,0.29,1252.1,0.0467,0.0545,0.0184,0.0037,0.048,Resultado obtenido mediante prototipo computacional del gemelo digital
10804,2021-02-08,27.20812,33.84201,0.87,1268.4,0.0456,0.0659,0.0246,0.003,0.074,Resultado obtenido mediante prototipo computacional del gemelo digital
10805,2021-02-11,27.19693,33.85898,1.45,1226.0,0.0451,0.0646,0.0197,0.0021,0.1,Resultado obtenido mediante prototipo computacional del gemelo digital
10806,2021-02-14,27.18832,33.85889,0.29,1309.1,0.0482,0.0624,0.0222,0.003,0.048,Resultado obtenido mediante prototipo computacional del gemelo digital
10807,2021-03-01,27.20204,33.84832,1.02,1387.8,0.0455,0.0657,0.0203,0.0037,0.081,Resultado obtenido mediante prototipo computacional del gemelo digital
10808,2021-03-02,27.20751,33.84693,1.18,1450.2,0.0435,0.0609,0.018,0.0031,0.088,Resultado obtenido mediante prototipo computacional del gemelo digital
10809,2021-03-19,27.20206,33.84585,0.82,1549.7,0.0497,0.0699,0.0209,0.0034,0.072,Resultado obtenido mediante prototipo computacional del gemelo digital
10810,2021-03-27,27.20745,33.84887,1.14,1578.5,0.045,0.0558,0.0234,0.0025,0.086,Resultado obtenido mediante prototipo computacional del gemelo digital
10811,2021-05-09,27.19452,33.83705,0.2,1864.4,0.0497,0.0636,0.0228,0.0038,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
10812,2021-05-23,27.18618,33.85786,0.19,1907.7,0.0459,0.0616,0.0187,0.0038,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
10813,2021-05-25,27.20611,33.85168,0.71,1893.1,0.0475,0.0588,0.0232,0.0033,0.067,Resultado obtenido mediante prototipo computacional del gemelo digital
10814,2021-05-28,27.21263,33.84246,0.47,1910.1,0.0466,0.0593,0.0177,0.002,0.056,Resultado obtenido mediante prototipo computacional del gemelo digital
10815,2021-06-08,27.21042,33.85232,0.93,1842.8,0.046,0.0589,0.0239,0.0036,0.077,Resultado obtenido mediante prototipo computacional del gemelo digital
10816,2021-06-10,27.20602,33.84128,0.28,1954.2,0.0454,0.0683,0.0179,0.0021,0.048,Resultado obtenido mediante prototipo computacional del gemelo digital
10817,2021-06-30,27.19545,33.85264,0.52,1814.5,0.0473,0.0688,0.0221,0.0038,0.058,Resultado obtenido mediante prototipo computacional del gemelo digital
10818,2021-07-06,27.2139,33.84969,0.27,1811.7,0.048,0.0674,0.0179,0.0028,0.047,Resultado obtenido mediante prototipo computacional del gemelo digital
10819,2021-07-08,27.18507,33.8561,0.28,1848.4,0.0489,0.0661,0.024,0.0031,0.048,Resultado obtenido mediante prototipo computacional del gemelo digital
10820,2021-07-16,27.2026,33.84,1.27,1699.8,0.042,0.0622,0.0232,0.0029,0.092,Resultado obtenido mediante prototipo computacional del gemelo digital
10821,2021-07-19,27.20611,33.86186,0.33,1798.1,0.0442,0.0605,0.0197,0.0034,0.05,Resultado obtenido mediante prototipo computacional del gemelo digital
10822,2021-07-26,27.20152,33.84001,0.57,1763.7,0.0412,0.0656,0.0242,0.0036,0.061,Resultado obtenido mediante prototipo computacional del gemelo digital
10823,2021-08-01,27.20399,33.86282,1.21,1604.3,0.0474,0.0689,0.0177,0.003,0.089,Resultado obtenido mediante prototipo computacional del gemelo digital
10824,2021-08-16,27.19031,33.84081,0.19,1533.9,0.0424,0.0632,0.0206,0.003,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
10825,2021-08-28,27.19691,33.84576,0.35,1418.9,0.0474,0.0639,0.0182,0.0036,0.051,Resultado obtenido mediante prototipo computacional del gemelo digital
10826,2021-08-30,27.21164,33.85443,0.4,1496.4,0.0411,0.0643,0.0193,0.0025,0.053,Resultado obtenido mediante prototipo computacional del gemelo digital
10827,2021-09-06,27.21139,33.8422,1.01,1343.2,0.0463,0.0547,0.0238,0.0022,0.08,Resultado obtenido mediante prototipo computacional del gemelo digital
10828,2021-09-11,27.20991,33.84299,1.37,1294.6,0.0439,0.0571,0.0235,0.0035,0.097,Resultado obtenido mediante prototipo computacional del gemelo digital
10829,2021-09-19,27.21442,33.83918,0.32,1359.0,0.0423,0.058,0.0222,0.0038,0.049,Resultado obtenido mediante prototipo computacional del gemelo digital
10830,2021-09-23,27.20101,33.83558,1.08,1243.6,0.0444,0.0567,0.0178,0.0033,0.084,Resultado obtenido mediante prototipo computacional del gemelo digital
10831,2021-10-01,27.21163,33.85803,0.17,1362.9,0.0417,0.0543,0.0212,0.002,0.043,Resultado obtenido mediante prototipo computacional del gemelo digital
10832,2021-10-07,27.20166,33.85718,0.33,1153.8,0.0471,0.0568,0.0242,0.0025,0.05,Resultado obtenido mediante prototipo computacional del gemelo digital
10833,2021-10-08,27.20601,33.85011,0.48,1148.2,0.0438,0.0618,0.0228,0.0022,0.057,Resultado obtenido mediante prototipo computacional del gemelo digital
10834,2021-10-31,27.19135,33.86127,0.57,1049.3,0.0477,0.0697,0.0228,0.0029,0.061,Resultado obtenido mediante prototipo computacional del gemelo digital
10835,2021-11-02,27.20155,33.8574,0.88,1038.3,0.0488,0.0644,0.0193,0.0038,0.075,Resultado obtenido mediante prototipo computacional del gemelo digital
10836,2021-11-06,27.18639,33.84429,0.65,1010.8,0.0476,0.067,0.0199,0.0028,0.064,Resultado obtenido mediante prototipo computacional del gemelo digital
10837,2021-11-15,27.20464,33.83998,0.69,987.4,0.0441,0.0614,0.0239,0.0021,0.066,Resultado obtenido mediante prototipo computacional del gemelo digital
10838,2021-11-26,27.20045,33.83746,0.32,999.5,0.0412,0.0596,0.0243,0.0028,0.049,Resultado obtenido mediante prototipo computacional del gemelo digital
10839,2021-12-08,27.20162,33.8608,0.75,958.5,0.0476,0.0633,0.0226,0.0035,0.069,Resultado obtenido mediante prototipo computacional del gemelo digital
10840,2021-12-26,27.20884,33.84011,0.28,978.2,0.0414,0.0684,0.0192,0.0035,0.048,Resultado obtenido mediante prototipo computacional del gemelo digital
10841,2022-01-06,27.20732,33.85564,0.18,1098.3,0.0472,0.0666,0.021,0.0026,0.043,Resultado obtenido mediante prototipo computacional del gemelo digital
10842,2022-01-07,27.1858,33.8575,1.06,1073.9,0.0493,0.0683,0.0236,0.0022,0.083,Resultado obtenido mediante prototipo computacional del gemelo digital
10843,2022-01-20,27.20323,33.85713,0.13,1142.4,0.0464,0.0579,0.0238,0.0023,0.041,Resultado obtenido mediante prototipo computacional del gemelo digital
10844,2022-01-24,27.19775,33.84192,0.6,1096.7,0.0467,0.0556,0.0171,0.0031,0.062,Resultado obtenido mediante prototipo computacional del gemelo digital
10845,2022-02-05,27.20849,33.84169,0.45,1269.1,0.0446,0.0565,0.0173,0.0021,0.055,Resultado obtenido mediante prototipo computacional del gemelo digital
10846,2022-02-06,27.20974,33.83953,0.87,1320.5,0.0424,0.0642,0.0243,0.0038,0.074,Resultado obtenido mediante prototipo computacional del gemelo digital
10847,2022-02-14,27.21302,33.84902,0.65,1228.4,0.0442,0.0559,0.0239,0.0033,0.064,Resultado obtenido mediante prototipo computacional del gemelo digital
10848,2022-02-20,27.19323,33.83573,0.65,1341.8,0.0474,0.0544,0.0192,0.0037,0.064,Resultado obtenido mediante prototipo computacional del gemelo digital
10849,2022-02-26,27.19613,33.86097,0.3,1377.4,0.0478,0.0671,0.0197,0.0036,0.048,Resultado obtenido mediante prototipo computacional del gemelo digital
10850,2022-03-02,27.21365,33.85977,0.56,1461.3,0.045,0.0581,0.0213,0.0027,0.06,Resultado obtenido mediante prototipo computacional del gemelo digital
10851,2022-03-07,27.19678,33.85467,0.39,1407.8,0.0416,0.0619,0.0219,0.0027,0.053,Resultado obtenido mediante prototipo computacional del gemelo digital
10852,2022-03-08,27.1975,33.84812,1.18,1402.0,0.0466,0.0559,0.0174,0.0038,0.088,Resultado obtenido mediante prototipo computacional del gemelo digital
10853,2022-03-18,27.18736,33.84163,1.99,1427.7,0.0463,0.0648,0.0171,0.0024,0.125,Resultado obtenido mediante prototipo computacional del gemelo digital
10854,2022-03-22,27.20742,33.8395,0.57,1528.3,0.0406,0.0587,0.0196,0.004,0.061,Resultado obtenido mediante prototipo computacional del gemelo digital
10855,2022-03-27,27.19862,33.85143,0.66,1557.8,0.0474,0.0549,0.0238,0.0036,0.065,Resultado obtenido mediante prototipo computacional del gemelo digital
10856,2022-03-31,27.19025,33.85438,1.0,1658.6,0.041,0.0654,0.0204,0.0036,0.08,Resultado obtenido mediante prototipo computacional del gemelo digital
10857,2022-04-07,27.21379,33.84916,0.45,1647.1,0.0483,0.0635,0.0195,0.0034,0.055,Resultado obtenido mediante prototipo computacional del gemelo digital
10858,2022-04-09,27.20482,33.85589,0.55,1722.2,0.0464,0.0567,0.0209,0.0039,0.06,Resultado obtenido mediante prototipo computacional del gemelo digital
10859,2022-04-24,27.19722,33.83941,0.28,1821.0,0.0495,0.0698,0.0191,0.0031,0.048,Resultado obtenido mediante prototipo computacional del gemelo digital
10860,2022-04-29,27.19032,33.84057,0.3,1847.9,0.0487,0.0665,0.0217,0.0028,0.048,Resultado obtenido mediante prototipo computacional del gemelo digital
10861,2022-05-01,27.19603,33.85715,2.34,1741.4,0.0461,0.0674,0.0189,0.0031,0.14,Resultado obtenido mediante prototipo computacional del gemelo digital
10862,2022-05-02,27.18815,33.83618,0.34,1786.8,0.0419,0.0585,0.0187,0.0036,0.05,Resultado obtenido mediante prototipo computacional del gemelo digital
